"CRN","ACCESS_CTRL","ADJ_RDWY_SEQ","LANE_COUNT","OFFSET","RDWY_COUNTY","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2021112269","3","3","3","1130","67","N","3","2","0611","0110","30","BROAD ST"
"2021081028","","3","99","","67","N","3","4","","","","EDMUND ST"
"2021013603","1","3","4","1100","67","W","3","1","0076","3405","50","SCHUYLKILL EX"
"2021110874","","4","01","","67","E","4","4","","","20","W SUSQUEHANNA AV"
"2021119292","3","3","2","130","67","E","3","2","0030","0070","30","GIRARD AV"
"2021046174","","3","02","","67","N","3","4","","","30","BROAD ST"
"2021110253","3","3","2","1008","67","W","3","2","0291","0061","45","PENROSE AV"
"2021105229","","4","02","","67","E","3","4","","","20","DISSTON ST"
"2021048219","3","3","02","1910","67","W","3","2","2676","0005","25","VINE ST"
"2021090065","3","3","02","2157","67","U","3","2","2008","0010","25","POPLAR ST"
"2021064202","","4","02","","67","N","5","4","","","20","3RD ST"
"2021057125","3","3","3","1820","67","N","3","2","3015","0010","25","COBBS CREEK PY"
"2021027850","1","3","3","2055","67","E","3","1","0676","0004","55","VINE STREET EX"
"2021120956","3","3","02","0","67","S","3","2","4005","0030","25","GERMANTOWN AV"
"2021085735","3","3","2","1093","67","S","3","2","4003","0011","40","WISSAHICKON AV"
"2021038486","","3","02","","67","W","3","4","","","15","HUNTING PARK AV"
"2021103780","","3","02","","67","N","3","4","","","25","OLD BUSTLETON AV"
"2021062712","1","3","4","632","67","N","3","1","0095","0244","55","DELAWARE EX"
"2021116510","1","3","2","2353","67","E","3","1","0676","0014","55","VINE STREET EX"
"2021101372","","4","02","","67","W","3","4","","","","GREEN ST"
"2021098312","","4","02","","67","E","4","4","","","20","BARING ST"
"2021096394","","4","02","","67","N","4","4","","","","ADAMS AV"
"2021017485","3","3","2","596","67","N","3","2","2001","0160","30","RICHMOND ST"
"2021083759","","4","02","","67","N","4","4","","","20","RODNEY ST"
"2021032759","3","3","4","1950","67","S","3","2","2001","0121","30","DELAWARE AV"
"2021007951","3","3","02","1418","67","S","3","2","1009","0091","25","BUSTLETON AV"
"2021114313","3","3","2","0","67","E","3","2","0291","0180","25","BROAD ST"
"2021004226","3","4","03","61","67","E","4","2","1018","0030","30","GRANT AV"
"2021113300","","3","01","","67","W","3","4","","","20","WYOMING AV"
"2021037233","3","3","2","3186","67","S","3","2","4004","0010","35","CHEW AV"
"2021027729","","5","02","","67","E","5","4","","","25","BRYN MAWR AV"
"2021055232","3","4","1","1947","67","W","4","2","2001","0011","30","OREGON AV"
"2022012651","3","3","2","0","67","E","3","2","0013","0090","25","GIRARD AV"
"2021059219","3","4","3","566","67","S","4","2","0611","0061","30","BROAD ST"
"2021038836","3","3","2","657","67","N","3","2","2001","0160","25","RICHMOND ST"
"2021101034","","3","02","","67","S","4","4","","","20","OLD YORK RD"
"2021056471","1","4","1","0","67","N","4","2","8004","0010","20","RAMP B RD"
"2021115779","","3","2","","67","S","4","4","","","35","S 70TH ST"
"2021042344","","4","02","","67","S","3","4","","","","PULASKI AV"
"2021114666","3","3","3","0","67","E","3","2","0003","0090","35","CHESTNUT ST"
"2021039307","","3","01","","67","W","4","4","","","25","CAYUGA ST"
"2022001229","1","3","1","1066","67","E","3","2","8057","0260","20","RAMP D RD"
"2021087341","","3","01","","67","W","3","4","","","25","SOMERSET ST"
"2021049178","","4","02","","67","E","4","4","","","","SEVENTH ST"
"2021100163","","4","02","","67","N","4","4","","","","SIXTIETH ST"
"2021069867","3","3","03","560","67","E","3","2","0003","0020","35","COBBS CREEK PY"
"2021005991","3","3","02","149","67","N","3","2","3013","0010","35","ISLAND AV"
"2021069887","3","5","2","0","67","S","5","2","2009","0061","30","ARAMINGO AV"
"2021024561","","5","01","","67","W","4","4","","","20","TIBER ST"
"2021116571","","5","02","","67","N","5","4","","","20","SWANSON ST"
"2021051846","3","3","4","526","67","N","3","2","0611","0050","30","BROAD ST"
"2021098302","3","5","2","0","46","E","5","2","2056","0010","35","WASHINGTON LN"
"2021080986","3","3","03","698","67","N","3","2","1008","0010","25","LEVICK ST"
"2021041093","","3","02","","67","N","3","4","","","25","N FRONT ST"
"2021099782","3","3","2","1040","67","B","3","2","1009","0040","25","BRIDGE ST"
"2021035536","","5","02","","67","N","5","4","","","20","SIXTYFIRST ST"
"2021112218","3","5","2","2969","67","W","5","2","1018","0090","45","GRANT AV"
"2021105920","1","3","4","2262","67","N","3","1","0095","0284","55","DELAWARE EX"
"2021020391","1","4","1","780","67","E","4","2","8002","0250","20","RAMP RD"
"2021078797","3","3","2","1110","67","N","3","2","4005","0050","25","GERMANTOWN AV"
"2021027145","3","3","4","2302","67","N","3","2","0611","0080","30","BROAD ST"
"2021101020","","4","01","","67","S","3","4","","","","8TH ST"
"2021093355","","3","04","","67","W","3","4","","","25","CALLOWHILL ST"
"2021032274","3","4","3","694","67","S","4","2","6001","0211","40","ROOSEVELT BL"
"2021125692","3","3","2","599","67","W","3","2","3018","0080","30","HAVERFORD AV"
"2021051410","","5","02","","67","E","5","4","","","20","FAIRDALE RD"
"2021086392","","3","02","","67","E","4","4","","","25","RACE ST"
"2021030881","","4","02","","67","N","4","4","","","25","FORTYNINTH ST"
"2021097216","3","3","4","980","67","S","3","2","0611","0171","30","BROAD ST"
"2021064209","","4","01","","67","S","4","7","","","","AAR 501642X RR"
"2021004342","1","3","5","2358","67","S","3","1","0095","0121","55","DELAWARE EX"
"2021096212","","8","01","","67","S","7","4","","","","RAMP TO WALT WHITMAN BR"
"2021055769","","5","01","","67","N","5","4","","","20","FIFTIETH ST"
"2021093364","","3","01","","67","N","4","4","","","20","HOWARD ST"
"2021026153","","4","02","","67","N","3","4","","","","PENNWAY ST"
"2021110528","","4","02","","67","N","4","4","","","30","22ND ST"
"2021036788","3","3","4","141","67","N","3","2","0611","0050","30","BROAD ST"
"2021007466","","3","02","","67","S","3","4","","","20","56TH ST"
"2021070446","3","5","2","641","67","N","5","2","1009","0014","25","BRIDGE ST"
"2021005981","","3","02","","67","N","4","4","","","30","58TH ST"
"2021095785","3","4","3","451","67","S","4","2","0611","0041","30","BROAD ST"
"2021017548","1","3","4","1357","67","N","3","1","0095","0304","55","DELAWARE EX"
"2021070828","3","3","3","0","67","N","3","2","3017","0070","35","PARKSIDE AV"
"2021051411","3","4","03","61","67","E","4","2","1018","0030","30","GRANT AV"
"2021110605","3","4","3","0","67","S","4","2","2001","0071","35","CHRISTOPHER COLUMBUS BL"
"2021070474","3","3","01","760","67","E","3","2","2012","0030","25","DAUPHIN ST"
"2021015808","3","3","3","295","67","N","3","2","0611","0110","30","BROAD ST"
"2021101333","3","3","02","1452","67","E","3","2","4019","0030","25","WASHINGTON LN"
"2021077888","3","3","2","2042","67","N","3","2","1013","0030","35","ACADEMY RD"
"2021107788","","4","01","","67","N","4","4","","","","ELEVENTH ST"
"2021119808","3","3","2","966","67","E","3","2","3025","0020","35","LINDBERGH BL"
"2021062710","1","3","3","326","67","S","3","1","0095","0181","55","DELAWARE EX"
"2021109803","3","3","2","721","67","E","3","2","2006","0090","25","SPRING GARDEN ST"
"2021104948","1","3","1","131","67","W","3","2","8016","0250","20","RAMP RD"
"2021041087","","4","01","","67","S","3","4","","","","AUBURN ST"
"2021026194","3","3","2","2393","67","N","3","2","0232","0032","25","OXFORD AV"
"2021096373","","4","02","","67","N","3","4","","","","CHARLES ST"
"2021013529","1","3","1","590","67","S","3","2","8027","0010","20","RAMP J RD"
"2021125664","3","4","2","0","67","S","4","2","3013","0031","35","ISLAND AV"
"2021028858","","4","02","","67","W","4","4","","","","WESTMINSTER AV"
"2021114699","","4","02","","67","N","3","4","","","","53RD ST"
"2021049078","","4","02","","67","S","5","4","","","20","FOURTH ST"
"2021023558","3","3","3","852","67","B","3","2","4009","0040","35","BERKLEY ST"
"2021093098","","3","02","","67","E","4","4","","","20","CHELTEN AV"
"2021090602","","3","99","","67","S","3","4","","","25","N 5TH ST"
"2021002260","3","3","4","898","67","N","3","2","0232","0062","25","OXFORD AV"
"2021088398","","3","01","","67","N","4","4","","","25","N 7TH ST"
"2021018070","3","3","3","1299","67","N","3","2","0013","0240","30","FRANKFORD AV"
"2021102697","3","4","2","0","67","W","4","2","0013","0091","25","GIRARD AV"
"2021048870","3","3","04","0","67","N","3","2","3015","0052","25","COBBS CREEK PY"
"2022000169","","5","01","","67","E","5","4","","","20","WOLF ST"
"2021058735","3","5","3","0","67","S","3","2","6001","0271","40","ROOSEVELT BL"
"2021016667","","3","01","","67","N","3","4","","","25","KENSINGTON AV"
"2021123553","3","4","2","2770","67","S","4","2","1015","0031","35","KNIGHTS RD"
"2021078436","3","4","2","1707","67","W","4","2","0073","0061","30","COTTMAN AV"
"2021002756","","3","01","","67","N","3","4","","","20","16TH ST"
"2021055977","","3","01","","67","S","4","4","","","20","17TH ST"
"2021014939","","4","01","","67","E","3","4","","","","MORRIS ST"
"2021103297","3","4","2","0","67","W","4","2","4017","0040","25","UPSAL ST"
"2021035505","3","3","3","0","67","N","3","2","2001","0080","30","CHRISTOPHER COLUMBUS BL"
"2021128146","","3","02","","67","U","3","4","","","","25TH ST"
"2021015324","3","4","2","835","67","S","4","2","1005","0151","30","CASTOR AV"
"2021101031","","4","01","","67","S","3","4","","","","8TH ST"
"2021032237","","4","02","","67","S","3","4","","","","70TH ST"
"2021014184","","3","02","","67","S","3","4","","","30","LINCOLN DR"
"2021070373","3","3","3","793","67","N","3","2","2001","0100","35","CHRISTOPHER COLUMBUS BL"
"2021014841","","4","01","","67","E","5","4","","","","67TH AV"
"2021062516","1","3","3","1920","67","S","3","1","0095","0181","55","DELAWARE EX"
"2021000463","","3","02","","67","N","4","4","","","25","57TH ST"
"2021071074","","3","01","","67","E","4","4","","","20","DREXEL RD"
"2021026367","","3","02","","67","E","3","4","","","20","ALBANUS ST"
"2021127491","1","3","5","1798","67","N","3","1","0095","0254","55","DELAWARE EX"
"2021034137","","6","04","","67","S","6","4","","","35","S 38TH ST"
"2021015479","3","3","3","1883","67","S","3","2","3017","0030","35","FIFTYSECOND ST"
"2021116553","3","3","2","963","67","N","3","2","2009","0070","30","ARAMINGO AV"
"2021038610","3","3","2","1246","67","S","3","2","3007","0125","35","KELLY DR"
"2021090809","3","3","2","1670","67","E","3","2","2008","0040","30","GIRARD AV"
"2021077510","","5","01","","67","W","5","4","","","20","BLAVIS ST"
"2021045421","3","3","3","2568","67","B","3","2","1020","0020","35","PHILMONT AV"
"2021041058","","3","01","","67","W","3","4","","","15","UNRUH AV"
"2021106370","","5","02","","67","W","5","4","","","20","WELLINGTON ST"
"2021021121","3","5","02","1973","67","W","5","2","3019","0110","35","PASSYUNK AV"
"2022015554","","4","02","","67","S","3","4","","","25","64TH ST"
"2021057575","3","3","2","0","67","W","3","2","0003","0031","35","WALNUT ST"
"2021065575","","5","02","","67","W","5","4","","","","NORRIS ST"
"2021119798","3","3","3","1069","67","W","3","2","2016","0110","30","ALLEGHENY AV"
"2021073354","","3","02","","67","N","3","4","","","20","24TH ST"
"2021047524","3","4","2","0","67","S","4","2","2009","0051","30","ARAMINGO AV"
"2021084070","","4","02","","67","S","3","4","","","25","SEVENTH ST"
"2021089717","1","3","4","1249","67","S","3","1","0095","0251","55","DELAWARE EX"
"2021025194","","3","01","","67","S","3","4","","","20","LAWRENCE ST"
"2021087742","1","3","3","1000","67","N","3","2","0001","0090","50","ROOSEVELT BOULEVARD EX"
"2021058744","3","3","2","2746","67","S","3","2","4003","0011","40","WISSAHICKON AV"
"2021032352","3","3","4","0","67","N","3","2","0611","0080","30","BROAD ST"
"2021101022","","4","02","","67","E","3","4","","","","LUZERNE ST"
"2021066087","1","3","3","1741","67","E","3","1","0676","0004","55","VINE STREET EX"
"2021108245","","4","02","","67","E","3","4","","","20","LONEY ST"
"2021027240","","4","03","","67","W","3","4","","","","CALLOWHILL ST"
"2021032991","1","3","3","3525","67","N","3","1","0095","0264","55","DELAWARE EX"
"2021114637","","3","02","","67","N","3","4","","","","FOX ST"
"2021052299","","3","02","","67","S","3","4","","","25","12TH ST"
"2021113457","","3","02","","67","S","3","7","","","","RISING SUN PLAZA LT"
"2021070413","3","8","2","0","67","W","8","2","4002","0011","40","STENTON AV"
"2021070515","","5","02","","67","N","4","4","","","25","N 9TH ST"
"2021093082","","3","02","","67","E","3","4","","","","MORRIS ST"
"2021045415","3","5","3","504","67","E","5","2","2676","0010","25","VINE ST"
"2021038706","1","3","2","1699","67","W","3","2","0063","0063","55","WOODHAVEN RD"
"2021102099","","4","02","","67","S","3","4","","","","BERKS ST"
"2021055796","","4","99","","67","W","3","4","","","20","W ROCKLAND ST"
"2021083427","","3","02","","67","E","4","4","","","25","TABOR RD"
"2021101007","3","3","3","1246","67","S","3","2","0611","0081","30","BROAD ST"
"2021044116","","3","02","","67","N","4","4","","","20","75TH ST"
"2021118371","1","3","5","1980","67","S","3","1","0095","0121","55","DELAWARE EX"
"2021069836","3","3","4","2471","67","S","3","2","4013","0050","35","LINCOLN DR"
"2021012304","3","4","3","2026","67","S","4","2","0611","0041","30","BROAD ST"
"2021097155","","3","01","","67","E","3","4","","","20","FOULKROD ST"
"2021117834","3","3","03","570","67","N","3","2","0001","0210","40","ROOSEVELT BL"
"2021029400","3","4","1","1834","67","S","4","2","3003","0041","40","THIRTYFOURTH ST"
"2021116851","3","5","1","873","67","S","5","2","3015","0075","35","COBBS CREEK PY"
"2021095113","1","3","3","1366","67","S","3","1","0095","0271","55","DELAWARE EX"
"2021048219","","5","02","","67","N","5","4","","","25","SIXTEENTH ST"
"2021081561","3","3","03","2079","67","E","3","2","0003","0030","35","CHESTNUT ST"
"2021104678","","4","02","","67","N","3","4","","","20","17TH ST"
"2021037731","","4","01","","67","S","4","4","","","20","BAMBREY ST"
"2021011518","","4","02","","67","S","4","4","","","","SIXTYFIRST ST"
"2021120663","3","3","3","1099","67","E","3","2","2014","0040","30","LEHIGH AV"
"2021092555","","3","99","","67","S","3","4","","","20","KEMBLE AV"
"2021009345","","4","02","","67","S","4","4","","","35","THIRTIETH ST"
"2021087099","","3","01","","67","N","4","4","","","20","HAWTHORNE ST"
"2021030649","","4","01","","67","S","3","4","","","25","15TH ST"
"2021116362","","4","02","","67","S","4","4","","","25","OGONTZ AV"
"2021100803","3","4","2","374","67","S","4","2","3005","0141","35","BELMONT AV"
"2021088767","","4","01","","67","S","4","4","","","20","59TH ST"
"2021089667","1","3","3","1877","67","W","3","1","0076","3395","50","SCHUYLKILL EX"
"2021028328","","3","01","","67","E","4","4","","","35","WALT WHITMAN RAMP RD"
"2021085693","","4","02","","67","E","3","4","","","","FRIENDSHIP ST"
"2021039653","","4","01","","67","E","3","4","","","20","CLEARFIELD ST"
"2021006505","3","3","03","1473","67","W","3","2","2016","0060","30","ALLEGHENY AV"
"2021104289","","4","02","","67","W","3","4","","","","WYOMING AV"
"2021004480","3","3","4","1204","67","N","3","2","4002","0060","35","STENTON AV"
"2021091853","","4","02","","67","S","4","4","","","20","SEVENTH ST"
"2021037233","","4","02","","67","W","4","4","","","20","PHIL-ELLENA ST"
"2021010462","","3","02","","67","W","3","4","","","","FORD RD"
"2021054983","3","3","2","2258","67","S","3","2","4004","0030","35","CHEW AV"
"2022012366","","4","01","","67","E","4","4","","","","GALE ST"
"2021070525","","4","01","","67","E","3","4","","","20","NORRIS ST"
"2021035191","1","4","1","0","67","E","4","2","8008","0010","20","RAMP A RD"
"2021071544","","4","01","","67","N","3","4","","","20","PRESTON ST"
"2021032025","3","3","2","0","67","N","3","2","2009","0020","30","ARAMINGO AV"
"2021113470","","6","02","","67","S","6","4","","","25","BELFIELD AV"
"2021042344","","3","01","","67","E","4","4","","","20","APSLEY ST"
"2021116325","","5","02","","67","S","4","4","","","15","HAMILTON ST"
"2021038607","","3","02","","67","E","4","4","","","20","HUNTING PARK AV"
"2022000317","3","3","02","710","67","E","3","2","2002","0060","25","SNYDER AV"
"2021084909","3","4","3","2275","67","S","4","2","0611","0071","30","BROAD ST"
"2021047710","3","3","01","728","67","E","3","2","2012","0050","25","DAUPHIN ST"
"2021105322","3","3","2","1084","67","W","3","2","1004","0010","30","ERIE AV"
"2021091721","3","3","4","835","67","E","3","2","0030","0020","30","LANCASTER AV"
"2021013631","3","3","2","0","67","N","3","2","1001","0050","35","RISING SUN AV"
"2021095722","","3","99","","67","N","3","4","","","20","N 11TH ST"
"2021035562","","3","02","","67","W","4","4","","","20","CHELTENHAM AV"
"2021118439","3","4","2","1116","67","S","4","2","4001","0081","35","HENRY AV"
"2021046138","3","3","2","2222","67","E","3","2","0013","0020","25","BALTIMORE AV"
"2021098302","3","7","2","1349","67","W","7","2","4019","0060","25","WASHINGTON LN"
"2021105796","3","5","2","1936","67","E","5","2","2016","0040","30","ALLEGHENY AV"
"2021002284","","3","02","","67","S","4","4","","","20","56TH ST"
"2021069770","","5","02","","67","E","5","4","","","25","RACE ST"
"2021035988","3","4","3","0","67","S","4","2","0611","0051","30","BROAD ST"
"2021112218","3","3","2","625","67","N","3","2","1007","0140","35","STATE RD"
"2021058956","","3","01","","67","S","4","4","","","20","12TH ST"
"2021004674","1","3","2","4889","67","E","3","1","0076","3444","50","SCHUYLKILL EX"
"2021096671","3","3","3","2224","67","E","3","2","0003","0090","35","CHESTNUT ST"
"2021027669","","3","02","","67","W","3","4","","","20","WESTMINSTER AV"
"2021102473","3","4","2","0","67","S","4","2","0611","0181","30","BROAD ST"
"2021070395","","4","02","","67","W","3","4","","","","WOODLAND AV"
"2021032274","","6","99","","67","U","6","4","","","","CROSSOVER RD"
"2021120646","","3","01","","67","E","4","4","","","20","ONTARIO ST"
"2021035572","3","4","2","2857","67","W","4","2","3021","0071","25","GRAYS FERRY AV"
"2021117510","1","3","4","260","67","N","3","1","0095","0204","55","DELAWARE EX"
"2021032024","","4","02","","67","N","3","4","","","35","KENSINGTON AV"
"2021097760","","3","01","","67","S","4","4","","","25","15TH ST"
"2021071081","","6","02","","46","E","6","4","","","25","PRESIDENTIAL BL"
"2021018069","","3","02","","67","E","3","4","","","20","PASCHALL AV"
"2021106091","1","3","3","2465","67","W","3","1","0676","0003","55","VINE STREET EX"
"2021069100","1","3","3","2403","67","E","3","1","0076","3464","50","SCHUYLKILL EX"
"2021114294","","3","02","","67","S","4","4","","","25","62ND ST"
"2021035532","","3","02","","67","S","4","4","","","30","BENJAMIN FRANKLIN PY"
"2021112828","","5","02","","67","W","5","4","","","30","E MOUNT AIRY AV"
"2021026032","3","3","2","1649","67","S","3","2","0001","0011","35","CITY AV"
"2021003041","","3","02","","67","E","3","4","","","35","CEDAR AV"
"2021119764","3","3","1","2159","67","E","3","2","3010","0040","25","MARKET ST"
"2021012448","3","3","3","626","67","S","3","2","0611","0061","30","BROAD ST"
"2021095785","","5","01","","67","E","5","4","","","20","POPLAR ST"
"2021028946","1","3","4","41","67","S","3","1","0095","0191","55","DELAWARE EX"
"2021080110","","3","02","","67","N","3","4","","","20","56TH ST"
"2021037758","","4","01","","67","E","3","4","","","20","LARDNER ST"
"2021119803","","3","02","","67","S","4","4","","","","DARIEN ST"
"2021085090","","3","99","","67","E","3","4","","","25","DICKINSON ST"
"2021023839","3","3","2","0","67","N","3","2","2001","0180","25","RICHMOND ST"
"2021101333","","4","02","","67","S","4","4","","","","ARDLEIGH ST"
"2021075117","3","3","2","1842","67","N","3","2","1013","0060","30","ACADEMY RD"
"2022009944","1","3","3","1068","67","E","3","1","0676","0004","55","VINE STREET EX"
"2021119808","","5","02","","67","N","5","4","","","","FIFTYEIGHTH ST"
"2021039733","","3","02","","67","E","4","4","","","30","SOUTHAMPTON RD"
"2021119796","","5","02","","67","N","5","4","","","","HARMONY ST"
"2021119684","","3","02","","67","E","4","4","","","20","GRIFFITH ST"
"2021057707","","3","02","","67","E","4","4","","","25","BROWN ST"
"2021010254","","3","02","","67","N","3","4","","","25","BELFIELD AV"
"2021085514","","5","02","","67","S","5","4","","","","FIFTYEIGHTH ST"
"2021041431","1","3","3","3002","67","N","3","1","0095","0164","55","DELAWARE EX"
"2021125664","3","3","3","0","67","N","3","2","3013","0030","35","ISLAND AV"
"2021029393","3","3","2","712","67","N","3","2","1005","0140","30","CASTOR AV"
"2021117991","","4","02","","67","S","4","4","","","25","WINDSOR ST"
"2021043171","3","4","2","0","67","W","4","2","1002","0031","35","CHELTENHAM AV"
"2021036738","1","3","4","1745","67","S","3","1","0095","0205","55","DELAWARE EX"
"2021093098","","4","01","","67","S","3","4","","","20","PARK AV"
