"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","VINA_BODY_TYPE_CD"
"2022013771","","04","N","3","1","","1","12","Y","MERC","1999","","","","","","","","01","2MEFM75W7XX","1","","1","00","Y","W","055","","","2","01","04","01","06","PA","1","01","P4D"
"2022052137","","69","N","2","2","","1","07","U","DODG","2019","","","","","","","","","2C4RDGCGXKR","0","","1","00","N","N","000","","","5","02","07","06","01","PA","2","06","T"
"2022042089","","69","N","3","1","","1","11","Y","TESL","2022","","","","","","","","02","7SAYGDEF9NF","1","","1","00","Y","E","999","","","1","01","12","10","13","PA","1","06","T"
"2022056899","","15","N","9","1","","1","03","Y","VOLV","2007","","","","","","","","01","YV4CN982171","1","","1","00","N","E","020","","","2","01","12","01","01","PA","2","01","T4W"
"2022029190","","04","N","9","1","","1","10","Y","ACUR","2017","","","","","","","","02","19UUB1F35HA","1","","1","00","Y","S","010","","","2","01","03","01","13","NJ","2","01","P4D"
"2022060044","","04","N","3","1","","1","12","U","CHEV","2015","","","","","","","","02","1G11B5SL9FF","1","","1","00","Y","N","050","","","1","01","12","01","01","PA","1","01","P4D"
"2022060109","","09","N","2","1","","1","12","Y","LEXS","2020","","","","","","","","01","JTHR9JBH7L2","1","","1","00","N","S","030","","","1","01","07","08","06","PA","1","06","P"
"2022077362","","51","N","2","1","","1","03","Y","GMC","1996","","","","","","","","02","2GTEK19R8T1","1","","1","00","N","N","015","","","2","01","04","01","01","NJ","2","04","TPC"
"2022031225","","04","N","1","1","","1","03","U","CHEV","2008","","","","","","","","01","2G1WT58KX89","1","","1","00","N","N","020","","","2","01","01","01","07","PA","2","01","P4D"
"2022021409","","15","N","3","1","","1","12","Y","CHEV","2004","","","","","","","","02","1GNDT13S942","1","","1","00","Y","W","050","","","1","01","01","01","01","PA","1","06","T4W"
"2022022948","","15","N","3","1","","1","01","N","LEXS","2008","","","","","","","","01","2T2HK31U28C","2","","1","00","Y","S","055","","","2","01","05","01","03","MA","3","06","T4W"
"2022029259","","04","N","2","1","","1","11","Y","HOND","2000","","","","","","","","99","1HGCG6686YA","1","","1","00","N","E","999","","","1","01","03","01","13","NY","1","01","P4D"
"2022043898","","04","N","9","1","","3","12","U","CADI","2014","","","","","","","","01","2G61M5S3XE9","2","","4","00","N","S","000","","","2","01","08","03","04","PA","2","01","P4D"
"2022047627","","04","N","3","2","","1","02","Y","CHEV","2013","","","","","","","","","1G1JC5SB7D4","0","","1","00","Y","","000","","","2","02","12","06","13","PA","2","01","P4D"
"2022068802","","69","N","3","1","","1","11","Y","MITS","2019","","","","","","","","01","JA4AP3AU2KU","1","","1","00","Y","E","999","","","1","01","01","01","06","PA","1","06","T"
"2022025806","","09","N","3","1","","1","12","Y","KIA","2017","","","","","","","","02","3KPFK4A7XHE","1","","1","00","Y","N","030","","","1","01","05","01","01","PA","1","01","P"
"2022082985","","69","N","1","1","","1","12","Y","JEEP","2018","","","","","","","","99","1C4RJFCG7JC","1","","1","00","N","N","010","","","3","01","03","01","03","PA","1","01","T"
"2022016033","","15","N","1","4","","1","01","U","KIA","2013","","","","","","","","99","KNDJT2A69D7","0","","1","00","Y","W","999","","","1","05","04","01","13","PA","1","01","T4W"
"2022005990","","15","N","3","1","","1","12","Y","GMC","2003","","","","","","","","01","1GKES16SX36","4","","1","00","Y","S","045","","","3","01","04","02","01","PA","1","06","T4W"
"2022021463","","41","N","1","2","","1","06","U","DODG","2001","","","","","","","","","2B7HB11X81K","0","","1","49","N","","000","","","4","02","03","06","01","PA","2","07","TCG"
"2022043953","","15","N","3","1","","1","12","N","FORD","2001","","","","","","","","02","1FMCU04101K","2","","1","00","Y","E","045","","","1","01","04","01","01","PA","1","06","T4W"
"2022034497","","04","N","1","1","","1","10","Y","HOND","2015","","","","","","","","01","2HGFB6E50FH","1","","3","00","N","E","050","","","2","01","10","17","03","DE","1","01","P4D"
"2022044916","","","N","","","","","","","","","U","01","99","0","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2022040693","","09","N","3","1","","1","11","Y","NISS","2017","","","","","","","","01","3N1AB7AP0HY","1","","1","00","Y","S","050","","","1","01","07","01","01","PA","1","01","P"
"2022043801","","51","N","3","1","","1","08","Y","CHEV","2004","","","","","","","","01","1GCCS146X48","1","","1","00","Y","E","025","","","1","01","05","01","13","PA","1","04","TPK"
"2022075774","","04","N","3","1","","1","05","Y","MAZD","2014","","","","","","","","02","JM1BM1T75E1","1","","4","00","Y","N","040","","","1","01","05","15","03","PA","1","01","P4D"
"2022078436","","04","N","3","1","","1","12","Y","TOYT","2013","","","","","","","","01","2T1BU4EE7DC","1","","4","00","Y","E","020","","","1","01","02","15","13","PA","1","01","P4D"
"2022021410","","40","N","3","1","","1","06","Y","NISS","2004","","","","","","","","02","5N1BV28U94N","2","","1","00","Y","N","030","","","2","01","07","01","06","PA","2","06","TSV"
"2022018696","","04","N","3","1","","1","06","Y","HOND","2013","","","","","","","","01","1HGCR2F37DA","1","","1","00","Y","E","005","","","2","01","07","01","03","NJ","2","01","P4D"
"2022014680","","15","N","1","2","","1","06","Y","NISS","2004","","","","","","","","","JN8DR09Y24W","0","","4","00","N","","000","","","3","02","07","06","01","PA","3","06","T4W"
"2022023796","","04","N","3","3","","1","12","U","INFI","2001","","","","","","","","99","JNKCA31A51T","1","","1","00","Y","N","060","","","1","01","12","01","01","PA","1","01","P4D"
"2022022037","","04","N","9","4","","1","11","U","NISS","2012","","","","","","","","98","1N4AA5APXCC","1","","1","00","N","W","001","","","1","05","05","12","01","PA","1","01","P4D"
"2022060041","","69","N","2","1","","1","06","Y","INFI","2017","","","","","","","","01","5N1DL0MMXHC","1","","1","00","N","N","999","","","2","01","07","02","06","PA","2","01","T"
"2022044055","","09","N","0","","","1","00","","UNKN","","","","","","","","","","","0","","1","00","N","N","","","","4","51","05","10","01","","0","01",""
"2022050945","","69","N","3","1","","1","11","Y","TESL","2021","","","","","","","","01","5YJYGDEF6MF","1","","3","00","Y","E","035","","","1","01","05","17","03","PA","1","06","T"
"2022068632","","20","N","2","1","","1","03","U","SUZI","2007","","","","","","","","01","JS1NP41A472","2","","1","41","N","N","025","","","2","01","05","01","13","PA","2","02","MRS"
"2022004286","","04","N","9","1","","1","99","U","NISS","2007","","","","","","","","01","1N4BA41E87C","1","","1","00","N","N","025","","","2","01","08","01","01","PA","2","01","P4D"
"2022014838","","15","N","3","1","","1","02","Y","CHEV","2007","","","","","","","","01","1GNDT13S772","1","","1","00","Y","W","999","","","2","01","01","12","04","PA","2","06","T4W"
"2022034606","","15","N","0","1","","1","06","Y","INFI","2011","","","","","","","","01","JN8AS1MW7BM","1","","1","00","N","E","000","","","2","01","03","03","03","PA","2","06","T4W"
"2022045901","","09","N","2","1","","3","03","Y","TOYT","2019","","","","","","","","01","4T1B11HKXKU","1","","1","00","N","S","040","","","1","01","03","15","06","PA","1","01","P"
"2022032899","","15","N","9","2","","1","11","Y","CADI","2002","","","","","","","","","1GYEK63N32R","0","","1","00","N","","000","","","3","02","05","06","01","PA","2","06","T4W"
"2022043825","","09","N","3","2","","1","07","Y","HOND","2021","","","","","","","","","19XFC1F31ME","0","","1","00","Y","","000","","","2","02","05","06","01","NJ","2","01","P"
"2022047518","","04","N","9","2","","1","09","U","NISS","2016","","","","","","","","","1N4AL3AP6GC","0","","1","00","N","","000","","","4","02","05","06","01","PA","2","01","P4D"
"2022072210","","05","N","1","2","","1","06","Y","HOND","2007","","","","","","","","01","JHMGD37627S","0","","1","00","N","N","000","","","3","03","05","06","01","PA","2","01","P4H"
"2022064868","","04","N","3","1","","1","12","Y","NISS","2010","","","","","","","","02","3N1AB6AP2AL","2","","1","00","Y","E","025","","","1","01","05","01","09","PA","2","01","P4D"
"2022023783","","09","N","3","1","","1","02","Y","CHRY","2018","","","","","","","","02","2C3CCAKG2JH","3","","1","00","Y","S","000","","","2","01","05","03","03","PA","2","01","P"
"2022004173","","40","N","2","1","","1","01","Y","CHRY","2014","","","","","","","","01","2C4RC1BG8ER","1","","1","46","N","N","020","","","2","01","02","01","01","PA","2","07","TSV"
"2022027729","","09","N","9","4","","1","11","U","UNKN","","","","","","","","","","","1","","1","00","N","S","999","","","2","05","03","01","13","","2","01",""
"2022023778","","15","N","3","1","","1","06","Y","HOND","2004","","","","","","","","01","SHSRD68464U","1","","1","00","Y","E","999","","","2","01","07","01","01","PA","1","06","T4W"
"2022036290","","15","N","3","1","","1","12","Y","JEEP","2014","","","","","","","","02","1C4NJPBA2ED","1","","4","00","Y","E","020","","","1","01","01","16","03","PA","1","06","T4W"
"2022057899","","15","N","3","1","","1","02","Y","FORD","2014","","","","","","","","01","1FM5K8D82EG","1","","1","00","Y","E","060","","","1","01","07","15","03","PA","1","06","T4W"
"2022026226","","69","N","3","1","","1","09","Y","NISS","2019","","","","","","","","01","5N1AT2MV5KC","2","","1","00","Y","N","000","","","2","01","03","03","04","PA","2","06","T"
"2022054585","","04","N","3","1","","1","11","Y","HOND","2009","","","","","","","","02","2HGFA16539H","1","","1","00","Y","N","060","","","1","01","03","01","03","PA","1","01","P4D"
"2022076522","","09","N","9","2","","1","01","U","VOLK","2021","","","","","","","","","WVWSR7AN4ME","0","","4","00","N","","000","","","2","02","05","06","13","PA","2","01","P"
"2022060124","","15","N","2","1","","1","12","U","FORD","2003","","","","","","","","98","1FMFU18L33L","1","","1","00","N","W","025","","","1","01","01","12","13","PA","1","06","T4W"
"2022032412","","04","N","3","1","","1","12","Y","MAZD","2013","","","","","","","","01","JM1BL1TG8D1","1","","1","00","Y","S","040","","","1","01","07","15","01","PA","1","01","P4D"
"2022048068","","04","N","3","1","","1","12","Y","AUDI","2010","","","","","","","","02","WAUFFAFL1AN","1","","1","00","Y","N","015","","","1","01","05","01","13","PA","1","01","P4D"
"2022015176","","09","N","9","1","","1","06","Y","CADI","2017","","","","","","","","01","99999999999","1","","1","00","N","U","000","","","1","01","99","03","01","ZZ","2","01",""
"2022043728","","04","N","3","1","","1","01","Y","CHRY","2014","","","","","","","","01","1C3CCBCG3EN","1","","1","00","Y","S","060","","","1","01","05","19","01","NJ","1","01","P4D"
"2022022658","","04","N","1","1","","1","09","Y","CHEV","2015","","","","","","","","01","1G11B5SL2FF","1","","1","00","N","S","055","","","2","01","07","01","06","PA","2","01","P4D"
"2022023398","","69","N","2","1","","3","06","Y","MITS","2019","","","","","","","","02","JA4AD3A32KZ","1","","1","00","N","W","000","","","2","01","02","03","01","PA","2","06","T"
"2022040448","","04","N","3","1","","1","12","Y","NISS","2016","","","","","","","","01","1N4AL3AP3GC","1","","1","00","Y","N","999","","","1","01","03","02","03","NJ","1","01","P4D"
"2022072606","","40","N","3","2","","1","12","U","HOND","2012","","","","","","","","","5FNRL5H68CB","0","","1","46","Y","","000","","","4","02","12","06","01","PA","3","07","TSV"
"2022082271","","04","N","2","1","","1","11","Y","FORD","2016","","","","","","","","01","1FAHP2F97GG","4","","1","00","N","N","055","","","3","01","07","01","03","PA","1","01","P4D"
"2022092000","","51","N","3","1","","3","03","Y","FORD","2008","","","","","","","","01","1FTZR45E78P","1","","4","00","Y","E","999","","","1","01","01","16","01","PA","0","04","T4C"
"2022105798","","79","Y","3","1","","1","01","Y","VOLV","2019","","","","","","","","02","99999999999","1","","1","00","Y","E","030","","","1","01","03","01","01","NJ","1","05",""
"2022086339","","09","N","1","1","","1","06","Y","TOYT","2021","","","","","","","","03","4T1G11AK0MU","1","","1","00","N","S","045","","","3","01","05","02","01","RI","2","01","P"
"2022084159","","04","N","3","1","","1","99","Y","HOND","2017","","","","","","","","01","1HGCR2F11HA","1","","1","00","Y","E","000","","","2","01","03","03","01","PA","2","01","P4D"
"2022073818","","","N","3","1","","1","99","U","UNKN","","","","","","","","","99","","1","","1","99","Y","N","999","","","1","01","99","01","99","ZZ","1","99",""
"2022105136","","04","N","9","1","","1","12","Y","TOYT","2005","","","","","","","","01","4T1BK36BX5U","1","","1","00","N","N","020","","","1","01","12","01","03","PA","1","01","P4D"
"2022096711","","29","N","2","1","","1","10","Y","INDI","2021","","","","","","","","01","56KMTA007M3","1","","1","41","N","S","015","","","1","01","05","10","01","PA","1","02","M"
"2022069942","","15","N","2","2","","1","07","Y","CADI","2016","","","","","","","","","1GYS4BKJ2GR","0","","1","00","N","","000","","","2","02","05","06","01","PA","2","06","T4W"
"2022081991","","04","N","2","2","","1","07","U","CHEV","2013","","","","","","","","","1G1PA5SG1D7","0","","1","00","N","","000","","","3","02","07","06","01","PA","2","01","P4D"
"2022080561","","04","N","9","4","","1","05","U","HOND","2003","","","","","","","","99","JHMCM56323C","1","","1","00","N","W","030","","","1","05","03","01","01","PA","1","01","P4D"
"2022010883","","04","N","2","1","","1","02","U","CHEV","2011","","","","","","","","02","1G1ZB5E13BF","1","","1","00","Y","N","035","0","","1","01","09","15","14","PA","1","01","P4D"
"2022024166","","04","N","3","1","","1","01","Y","TOYT","2010","","","","","","","","01","4T1BK3EK4AU","1","","1","00","Y","E","030","","","1","01","07","01","09","PA","1","01","P4D"
"2022014859","","69","N","0","2","","1","06","Y","SPTN","2018","","","","","","","","","4S7CU2D97JC","1","","1","01","N","","000","","","2","02","02","06","01","PA","2","05","T"
"2022042643","","","N","","","","","","","","","Y","01","99","1","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2022062131","","15","N","3","1","","1","02","Y","AUDI","2014","","","","","","","","01","WA1UFAFL0EA","1","","1","00","Y","N","055","","","3","01","05","01","03","PA","2","01","T4W"
"2022023734","","40","N","1","1","","1","12","Y","DODG","2015","","","","","","","","02","2C4RDGBG6FR","1","","1","46","N","S","030","","","2","01","12","01","01","PA","2","07","TSV"
"2022039993","","09","N","2","1","","1","06","Y","CHEV","2021","","","","","","","","02","KL8CD6SA9MC","2","","1","00","N","N","055","","","2","01","03","01","03","NY","2","01","P"
"2022043895","","04","N","3","1","","1","01","U","CHEV","2014","","","","","","","","01","2G1WC5E36E1","1","","1","00","Y","N","999","","","2","01","03","01","01","PA","2","01","P4D"
"2022060008","","09","N","2","4","","1","11","U","ACUR","2020","","","","","","","","99","19UDE2F33LA","1","","1","00","N","S","025","","","1","05","03","10","13","PA","1","01","P"
"2022064074","","04","N","2","1","","1","01","Y","FORD","2017","","","","","","","","01","3FA6P0HD0HR","1","","1","00","Y","W","999","","","2","01","12","12","01","PA","2","01","P4D"
"2022004517","","04","N","2","1","","3","12","Y","HOND","2014","","","","","","","","04","1HGCR2F39EA","1","","1","03","N","E","999","","","1","01","05","01","06","PA","3","01","P4D"
"2022014558","","15","N","1","2","","1","06","Y","INFI","2011","","","","","","","","","JN8AZ2NE4B9","0","","1","00","N","","000","","","11","02","03","06","13","PA","2","06","T4W"
"2022058514","","39","Y","2","1","","3","01","Y","NFLY","2008","","","","","","","","02","5FYE5FA1X8B","7","","1","00","N","W","999","","","2","01","03","01","01","PA","2","03","TBU"
"2022037592","","69","U","9","4","","1","11","U","CHEV","2015","","","","","","","","99","99999999999","1","","1","99","N","E","999","","","1","05","03","01","01","ZZ","1","04",""
"2022029719","","04","N","2","1","","2","04","Y","HOND","2015","","","","","","","","01","99999999999","1","","1","00","N","W","040","","","1","01","12","01","01","PA","1","01","P4D"
"2022032868","","09","N","2","1","","1","05","Y","SUBA","2020","","","","","","","","01","4S3BWAC66L3","2","","1","00","N","N","025","","","1","01","03","10","03","PA","1","01","P"
"2022043979","","09","N","1","1","","1","10","Y","TOYT","2021","","","","","","","","01","5YFEPMAE4MP","1","","1","00","N","E","025","","","1","01","05","01","01","PA","1","01","P"
"2022045918","","09","N","3","1","","1","12","U","FORD","2020","","","","","","","","01","3FA6P0HD6LR","1","","1","00","Y","S","040","","","1","01","03","01","03","PA","1","01","P"
"2022063085","","15","N","2","2","","2","10","Y","KIA","2016","","","","","","","","","KNDJN2A24G7","0","","4","00","N","","000","","","2","02","05","06","01","PA","2","06","T4W"
"2022004209","","","","","","","","","","","","Y","04","99","1","U","01","U","","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2022021628","","04","N","3","1","","1","06","Y","NISS","2015","","","","","","","","01","1N4BL3AP1FC","1","","1","00","Y","N","010","","","2","01","05","01","03","NJ","2","01","P4D"
"2022043676","","15","N","2","1","","1","12","Y","JEEP","2004","","","","","","","","01","1J4GL48K54W","1","","1","00","N","E","040","","","1","01","07","01","03","NJ","1","01","T4W"
"2022047184","","09","N","3","1","","1","12","Y","HYUN","2021","","","","","","","","01","KMHL64JAXMA","1","","1","00","Y","S","000","","","2","01","05","03","03","PA","2","01","P"
"2022041826","","09","N","2","1","","1","07","Y","VOLK","2017","","","","","","","","01","3VWDB7AJ4HM","1","","1","00","N","S","000","","","2","01","01","03","06","NJ","2","01","P"
"2022056847","","04","N","3","1","","1","12","Y","HYUN","2016","","","","","","","","02","KMHCT4AE1GU","1","","1","00","Y","S","060","","","1","01","02","01","03","PA","1","01","P4D"
"2022055570","","41","N","2","1","","1","10","Y","CHEV","2005","","","","","","","","98","1GAHG39UX51","1","","1","46","N","N","010","","","1","01","03","12","04","PA","1","07","TES"
"2022021930","","15","N","3","1","","1","11","Y","HOND","2014","","","","","","","","01","2HKRM4H32EH","1","","1","00","Y","S","035","","","1","01","05","12","01","PA","1","06","T4W"
"2022031050","","69","N","9","1","","1","12","Y","CHEV","2018","","","","","","","","02","1GCVKREC6JZ","1","","1","00","N","N","999","","","2","01","99","01","01","PA","1","04","T"
"2022016713","","40","N","2","1","","1","07","Y","DODG","2012","","","","","","","","01","2C4RDGBG1CR","1","","1","46","N","N","065","","","2","01","03","01","01","NJ","2","07","TSV"
"2022030746","","69","N","2","1","","1","05","Y","JEEP","2018","","","","","","","","02","1C4HJXDG7JW","1","","1","00","N","S","000","","","3","01","01","03","06","PA","2","01","T"
"2022015582","","15","N","9","4","","1","11","U","ACUR","2006","","","","","","","","99","2HNYD18956H","2","","1","00","N","N","015","","","1","05","07","04","01","PA","1","01","T4W"
"2022022036","","15","N","3","2","","1","07","Y","TOYT","2009","","","","","","","","","2T3BF33VX9W","0","","1","00","Y","","000","","","2","02","01","06","01","PA","2","06","T4W"
"2022042089","","15","N","1","1","","1","03","Y","LEXS","2013","","","","","","","","01","2T2BK1BA9DC","1","","1","00","N","S","999","","","2","01","12","01","01","PA","2","06","T4W"
"2022047367","","04","N","3","1","","1","06","Y","FORD","2008","","","","","","","","01","1FAHP25WX8G","1","","1","00","Y","E","030","","","2","01","01","03","99","PA","2","01","P4D"
"2022049645","","15","N","3","1","","1","01","Y","MERZ","2015","","","","","","","","01","4JGDF6EE2FA","1","","1","00","Y","N","080","","","1","01","03","01","13","PA","1","06","T4W"
"2022076741","","41","N","3","3","","1","02","U","MERZ","2015","","","","","","","","99","WD3PE8DC7F5","1","","1","00","Y","E","999","","","1","05","03","01","01","PA","1","01","TEC"
"2022060109","","15","N","2","2","","1","06","Y","HOND","2006","","","","","","","","","5FNYF181X6B","1","","1","00","N","","000","","","2","02","05","06","01","PA","2","06","T4W"
"2022072250","","41","N","1","1","","1","07","Y","CHEV","2017","","","","","","","","08","1GCZGGFF9H1","1","","1","49","N","E","999","","","2","01","03","01","13","PA","2","07","TCG"
"2022030796","","04","N","3","1","","1","01","U","TOYT","2017","","","","","","","","01","4T1BF1FK9HU","1","","3","00","Y","E","999","","","1","01","05","17","11","PA","1","01","P4D"
"2022014579","","41","N","3","1","","1","12","U","CHEV","2011","","","","","","","","01","1GCWGFCA9B1","1","","1","46","Y","E","045","","","1","01","03","01","07","PA","1","07","TCG"
"2022037485","","04","N","3","1","","1","12","N","NISS","2006","","","","","","","","01","1N4BL11E76C","2","","4","00","Y","W","065","","","1","01","12","16","06","NJ","1","01","P4D"
"2022015631","","04","N","3","1","","1","11","Y","HYUN","2016","","","","","","","","01","5NPE24AA5GH","1","","3","00","Y","S","025","","","1","01","03","08","01","PA","0","01","P4D"
"2022020677","","15","N","3","1","","1","03","U","STRN","2004","","","","","","","","02","5GZCZ634X4S","1","","3","00","Y","W","999","","","1","01","04","17","13","PA","1","06","T4W"
"2022045913","","02","N","2","3","","3","12","U","HYUN","2001","","","","","","","","99","KMHJG25F51U","1","","1","00","Y","S","030","","","1","01","02","01","99","PA","1","01","PCP"
"2022068592","","15","N","3","1","","1","11","Y","KIA","2014","","","","","","","","01","5XYKTDA63EG","1","","1","00","Y","E","040","","","1","01","03","01","01","PA","1","06","T4W"
"2022032694","","02","N","3","1","","1","11","Y","INFI","2004","","","","","","","","01","JNKCV54E84M","1","","1","00","Y","N","080","","","1","01","07","15","03","PA","1","01","PCP"
"2022081013","","09","N","3","1","","1","11","U","KIA","2021","","","","","","","","03","5XXG14J22MG","1","","1","00","Y","E","010","","","1","01","05","12","06","PA","1","01","P"
"2022009961","","04","N","3","1","","1","05","Y","HOND","2012","","","","","","","","01","1HGCP3F88CA","1","","1","00","Y","N","055","","","2","01","03","02","06","PA","2","01","P4D"
"2022005990","","15","N","2","1","","1","12","Y","CHEV","2014","","","","","","","","01","1GNKRFKD1EJ","1","","1","00","N","S","040","","","2","01","05","02","01","PA","3","06","T4W"
