"CRN","ACCESS_CTRL","ADJ_RDWY_SEQ","LANE_COUNT","OFFSET","RDWY_COUNTY","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2023062839","1","3","3","153","67","N","3","1","0095","0180","55","DELAWARE EX"
"2023064743","3","3","03","1509","67","E","3","2","2010","0040","25","CECIL B MOORE AV"
"2023106701","3","3","02","","67","E","3","4","EV6D","0140","20","LINDLEY AV"
"2023046841","","4","01","","67","W","3","4","","","20","RITNER ST"
"2023016077","","3","02","","67","E","3","4","","","25","CHELTEN AV"
"2023101060","1","3","1","217","67","W","3","2","8012","0750","20","RAMP E RD"
"2023075245","3","3","2","1496","67","W","3","2","4011","0020","35","MIDVALE AV"
"2023041727","3","4","2","2113","67","S","4","2","3013","0041","35","ISLAND AV"
"2024012263","3","3","4","190","67","U","3","2","0073","0100","35","STATE RD"
"2023081706","3","3","02","1890","67","E","3","2","0073","0030","30","COTTMAN AV"
"2023057701","3","5","3","0","67","S","5","2","3015","0010","25","COBBS CREEK PY"
"2023034393","","3","01","","67","E","3","4","","","30","SOUTH ST"
"2023003652","","4","01","","67","S","3","4","","","30","S 4TH ST"
"2023065935","","4","02","","67","S","5","4","","","20","72ND AV"
"2023073508","3","7","2","0","46","N","7","2","3045","0010","35","BELMONT AV"
"2023053738","","3","01","","67","E","3","4","EUEH","1020","25","CLEARFIELD ST"
"2023014839","","4","04","","67","E","4","4","","","30","PACKER AV"
"2024000226","3","4","2","893","67","W","4","2","2001","0021","30","OREGON AV"
"2023072866","1","3","4","210","67","N","3","1","0095","0250","55","DELAWARE EX"
"2023085421","","5","02","","67","N","4","4","","","","FOURTH ST"
"2023011049","3","3","3","1128","67","S","3","2","6001","0371","45","ROOSEVELT BL"
"2023035238","","4","02","","67","W","3","4","","","25","GORGAS LN"
"2023085188","","4","01","","67","N","4","4","","","20","SIXTYSEVENTH ST"
"2023058437","3","3","3","608","67","S","3","2","6001","0321","45","ROOSEVELT BL"
"2023022367","","4","01","","67","S","4","4","","","","PARK AV"
"2023104962","3","3","2","604","67","E","3","2","3017","0010","25","WHITBY AV"
"2023037969","3","4","4","1186","67","W","4","2","1018","0031","25","GRANT AV"
"2023018671","3","3","2","0","67","W","3","2","1005","0050","25","CASTOR AV"
"2023065206","","4","02","","67","N","3","4","","","25","OGONTZ AV"
"2023100821","3","3","2","0","67","E","3","2","1016","0030","30","HOLME AV"
"2023029181","","4","02","","67","S","3","4","","","","LARGE ST"
"2023011084","3","5","2","0","67","E","5","2","2016","0020","25","ALLEGHENY AV"
"2023095792","","3","02","","67","E","4","4","","","25","HUNTING PARK AV"
"2023071185","","3","02","","67","E","4","4","","","","BEN FRANKLIN RAMP RD"
"2023104857","3","4","2","2063","67","S","4","2","0532","0051","35","BUSTLETON AV"
"2023112349","","3","2","","67","E","4","4","","","35","SPRUCE ST"
"2023102736","3","3","02","1201","67","N","3","2","1003","0020","35","WHITAKER AV"
"2023036328","","3","02","","67","N","3","4","EU3F","0300","25","ARDLEIGH ST"
"2023015961","3","3","3","1193","67","N","3","2","1015","0050","35","KNIGHTS RD"
"2023053730","3","3","2","2135","67","S","3","2","0013","0231","30","FRANKFORD AV"
"2023068927","","3","02","","67","W","4","4","EW35","0050","20","WARRINGTON AV"
"2023045886","","4","02","","67","S","3","4","","","20","57TH ST"
"2023025630","1","3","2","606","67","N","3","2","8004","0510","20","RAMP C RD"
"2023058458","","4","01","","67","N","3","4","","","","HOBART ST"
"2023099977","","4","01","","67","S","4","4","","","20","REVERE ST"
"2023026920","3","3","03","226","67","W","3","2","3018","0060","45","HAVERFORD AV"
"2023018629","1","3","4","529","67","S","3","1","0095","0145","55","DELAWARE EX"
"2023074581","3","4","03","0","67","S","4","2","3005","0151","35","BELMONT AV"
"2023070429","","6","02","","67","S","6","4","","","20","W PIKE ST"
"2023028641","","4","01","","67","W","3","4","","","","INDIANA AV"
"2023095042","3","4","2","1800","67","E","4","2","2008","0050","30","GIRARD AV"
"2023080711","","3","01","","67","N","4","4","","","20","23RD ST"
"2023037687","","4","02","","67","S","3","4","","","","OLD NEWTOWN RD"
"2023023882","","4","01","","67","S","3","4","","","","GRATZ ST"
"2023113227","","5","02","","67","N","5","4","","","20","HAWTHORNE ST"
"2023100961","","3","02","","67","S","4","4","","","20","53RD ST"
"2023110198","3","4","01","","67","S","3","4","EV7R","0240","20","8TH ST"
"2023016860","1","3","4","32","67","W","3","1","0076","3411","50","SCHUYLKILL EX"
"2023033596","3","4","1","924","67","W","4","2","3010","0021","25","MARKET ST"
"2023094863","","3","01","","67","S","3","4","","","25","10TH ST"
"2023106692","3","3","02","663","67","N","3","2","3013","0040","35","ISLAND AV"
"2023043346","","3","02","","67","N","3","4","","","20","50TH ST"
"2023023194","","5","01","","67","W","4","4","","","20","TEESDALE ST"
"2024000135","3","3","3","42","67","S","3","2","0001","0201","40","ROOSEVELT BL"
"2023103616","3","4","02","1804","67","W","4","2","2008","0061","30","GIRARD AV"
"2023107323","1","3","2","1813","67","E","3","2","0063","0062","55","WOODHAVEN RD"
"2023000627","3","3","3","1133","67","N","3","2","0611","0180","30","BROAD ST"
"2023017618","","3","05","","67","W","3","4","","","25","COMLY RD"
"2023043345","","3","02","","67","N","4","4","EV66","0250","25","LIMEKILN PK"
"2023107114","3","3","02","","67","U","3","4","EUUZ","0390","20","GREENWAY AV"
"2023041115","3","3","4","0","67","N","3","2","0611","0050","30","BROAD ST"
"2023015310","1","4","2","2720","67","W","4","2","8009","0510","20","RAMP RD"
"2023061803","3","3","02","1829","67","N","3","2","3015","0100","35","SIXTYTHIRD ST"
"2023075233","","5","02","","67","N","5","4","","","25","FRONT ST"
"2023074448","","3","02","","67","E","3","4","","","","UNNAMED AL"
"2023038540","3","6","02","0","67","E","6","4","0003","0080","35","WALNUT ST"
"2023030486","3","4","02","1455","67","W","4","2","3019","0091","35","PASSYUNK AV"
"2023077066","","4","02","","67","S","3","4","","","","OLD YORK RD"
"2023028363","3","5","2","1763","67","E","5","2","1014","0090","25","RHAWN ST"
"2023004555","3","4","2","1775","67","W","4","2","1009","0111","25","BUSTLETON AV"
"2023071842","1","3","2","2312","67","E","3","1","0676","0010","55","VINE STREET EX"
"2023057691","3","5","03","1283","67","S","5","2","1009","0121","25","BUSTLETON AV"
"2023009403","","5","01","","67","S","5","4","","","","TWELFTH ST"
"2023057403","","3","01","","67","E","4","4","EU76","0490","25","BERKS ST"
"2023049570","","3","02","","67","W","3","4","","","25","LANSDOWNE AV"
"2023024559","","6","02","","67","N","6","4","","","25","EIGHTEENTH ST"
"2023116793","","7","99","","67","U","7","4","","","","CROSSOVER RD"
"2023075220","3","3","2","768","67","E","3","2","4017","0070","35","UPSAL ST"
"2023026843","","4","01","","67","W","4","4","","","30","SPRINGFIELD AV"
"2023022662","","3","02","","67","E","3","4","","","25","POWELTON AV"
"2023117063","","4","01","","67","W","4","4","","","30","SECOND ST"
"2023070304","","4","02","","67","E","3","4","","","","SPRINGFIELD AV"
"2023052381","","5","01","","67","W","4","4","","","25","PAGE ST"
"2023116518","","3","01","","67","S","4","4","","","20","19TH ST"
"2023085789","3","3","2","0","67","N","3","2","1013","0050","30","ACADEMY RD"
"2023020753","3","3","2","818","67","E","3","2","2004","0010","25","MARKET ST"
"2023066269","","3","01","","67","W","4","4","EUDL","0330","20","CHERRY ST"
"2023073498","3","5","2","2401","67","N","5","2","3007","0020","25","ARCH ST"
"2023029335","3","3","2","0","67","N","3","2","0001","0080","35","CITY AV"
"2023067766","","5","02","","67","E","5","4","","","25","RACE ST"
"2023071132","1","5","1","0","67","N","5","2","8023","0260","20","RAMP RD"
"2023038838","","4","02","","67","E","3","4","","","25","TYSON AV"
"2024013461","3","3","01","","67","N","3","4","EU2J","0610","","AMERICAN ST"
"2023106914","3","7","2","0","67","N","7","2","3015","0090","35","SIXTYTHIRD ST"
"2023037365","","3","02","","67","S","3","4","","","20","13TH ST"
"2023038676","","3","02","","67","W","4","4","EUDO","0120","20","CHESTER AV"
"2023094176","","3","15","","67","W","3","4","","","45","WALT WHITMAN BR"
"2023106522","3","4","01","","67","W","5","4","EV7A","0290","","CRANFORD AV"
"2023002290","3","3","3","1927","67","S","3","2","6001","0251","40","ROOSEVELT BL"
"2023022658","3","3","03","1615","67","N","3","2","3019","0040","35","ESSINGTON AV"
"2023102406","","5","02","","67","E","4","4","","","30","WOODLAND AV"
"2023098459","1","3","3","784","67","E","3","1","0076","3420","50","SCHUYLKILL EX"
"2023082784","","3","01","","67","S","3","4","","","","23RD ST"
"2024000044","","3","02","","67","N","3","4","","","30","57TH ST"
"2023092356","","5","02","","67","N","5","4","","","20","SACKETT ST"
"2023046664","3","3","2","1994","67","N","3","2","4005","0030","25","GERMANTOWN AV"
"2023054244","","3","02","","67","E","3","4","EVKH","0160","20","PHIL ELLENA ST"
"2023096463","","3","03","","67","W","3","4","","","45","BEN FRANKLIN BR"
"2023097821","1","3","4","1173","67","N","3","1","0095","0304","55","DELAWARE EX"
"2023083625","","4","01","","67","E","3","4","","","20","WAGNER AV"
"2023034675","","4","02","","67","W","3","4","","","20","CHELTENHAM AV"
"2023015049","1","4","1","1928","67","W","4","2","8008","0030","20","RAMP C RD"
"2023096757","3","3","2","2056","67","E","3","2","4019","0040","25","WASHINGTON LN"
"2023092362","3","3","02","977","67","E","3","2","2016","0080","30","ALLEGHENY AV"
"2023044400","","4","02","","67","W","3","4","","","","MEDIA ST"
"2023051021","3","3","2","0","67","E","4","2","2004","0010","25","MARKET ST"
"2023033966","","4","02","","67","E","3","4","","","","CHELTEN AV"
"2023085167","","3","02","","67","N","3","4","","","25","60TH ST"
"2023070328","","3","02","","67","W","3","4","","","25","WINDRIM AV"
"2023051531","1","5","1","0","67","N","5","2","8023","0260","20","RAMP RD"
"2023066154","3","3","2","439","67","W","3","2","1002","0050","40","ADAMS AV"
"2023116523","3","3","3","2249","67","N","3","2","0001","0060","35","CITY AV"
"2023086493","3","3","01","","67","W","4","4","EV2A","0060","20","KERSHAW ST"
"2023033951","3","5","3","0","67","N","5","2","1015","0050","35","KNIGHTS RD"
"2023109278","3","3","02","","67","E","4","4","EVQE","0030","25","RYAN AV"
"2023088837","3","4","2","1983","67","S","4","2","0001","0031","35","CITY AV"
"2023019508","","3","02","","67","N","4","4","","","20","47TH ST"
"2023112675","","3","02","","67","W","3","4","","","30","WASHINGTON AV"
"2023094420","3","3","02","","67","W","3","4","EVR0","0010","20","SAINT MARTINS LN"
"2023016227","","3","02","","67","S","4","4","","","30","G ST"
"2023077762","3","3","2","1194","67","N","3","2","3013","0020","35","ISLAND AV"
"2023080494","","3","02","","67","E","3","4","","","25","LANSDOWNE AV"
"2023042663","","3","01","","67","N","3","4","","","20","21ST ST"
"2023051437","","5","02","","67","W","4","4","","","15","VENANGO ST"
"2023102397","","3","02","","67","N","4","4","","","20","S 51ST ST"
"2023060431","","3","02","","67","S","4","4","","","30","OXFORD AV"
"2023008246","","4","02","","67","W","4","4","","","20","DUVAL ST"
"2023098610","1","3","3","662","67","N","3","1","0095","0170","55","DELAWARE EX"
"2023100406","1","3","4","497","67","S","3","1","0095","0275","55","DELAWARE EX"
"2023027423","3","4","2","0","67","S","4","2","3015","0121","30","SIXTYTHIRD ST"
"2023007156","1","3","4","1791","67","S","3","1","0095","0295","55","DELAWARE EX"
"2023073311","","5","02","","67","W","5","4","","","20","WELLINGTON ST"
"2023057701","3","4","01","2385","67","S","4","2","3013","0041","35","ISLAND AV"
"2023034671","","3","02","","67","E","3","4","","","25","TYSON AV"
"2023003130","3","3","2","452","67","E","3","2","0291","0160","25","BROAD ST"
"2023095876","3","3","2","0","67","N","3","2","1011","0050","35","WELSH RD"
"2023048007","1","4","01","750","67","N","4","2","8001","0500","20","RAMP D RD"
"2023053738","","4","01","","67","N","5","4","","","25","G ST"
"2023041376","1","3","3","704","67","E","3","1","0076","3464","50","SCHUYLKILL EX"
"2024000226","3","3","2","895","67","E","3","2","2001","0020","30","OREGON AV"
"2023093575","1","3","4","2212","67","S","3","1","0095","0281","55","DELAWARE EX"
"2023078953","","3","02","","67","W","3","4","","","30","WOODLAND AV"
"2023009778","1","3","4","2384","67","S","3","1","0095","0225","55","DELAWARE EX"
"2023035238","","3","01","","67","S","4","4","EVQ4","0050","25","RUGBY ST"
"2023058876","","4","02","","67","W","3","4","","","","LOMBARD ST"
"2023104858","1","5","2","2523","67","N","5","2","8047","0250","20","RAMP H RD"
"2023030737","","3","01","","67","N","4","4","EUNH","0480","20","EMERALD ST"
"2023068544","3","3","2","0","67","W","3","2","3018","0090","30","HAVERFORD AV"
"2023037969","","5","03","","67","N","5","4","","","20","BLUE GRASS RD"
"2023033105","3","4","2","922","67","W","4","2","2004","0031","25","MARKET ST"
"2023109285","3","3","03","1220","67","E","3","2","1004","0050","30","ERIE AV"
"2023048511","","5","01","","67","S","5","4","","","","FOURTH ST"
"2023029181","","3","02","","67","W","4","4","EUDG","0300","20","CHELTENHAM AV"
"2023025711","","3","02","","67","W","3","4","","","25","CALLOWHILL ST"
"2023117624","","5","02","","67","N","5","4","","","25","WOODWARD ST"
"2023068644","3","3","2","1866","67","W","3","2","1004","0150","30","TORRESDALE AV"
"2023080985","3","3","2","2549","67","N","3","2","0013","0150","30","HUNTING PARK AV"
"2023115500","","4","02","","67","N","4","4","","","25","N 31ST ST"
"2023101770","","4","02","","67","W","4","4","","","25","HEDLEY ST"
"2023035062","3","3","3","1002","67","E","3","2","0073","0040","30","COTTMAN AV"
"2023015961","","5","02","","67","E","5","4","","","","MECHANICSVILLE RD"
"2023115459","3","4","02","","67","E","5","4","EUWV","0140","25","OAKLAND ST"
"2023068927","","4","02","","67","S","3","4","","","","56TH ST"
"2023049292","","3","03","","67","N","3","4","EVG7","0010","30","NORCOM RD"
"2023009560","1","3","4","2248","67","S","3","1","0095","0145","55","DELAWARE EX"
"2023061533","","3","02","","67","N","4","4","","","20","53RD ST"
"2023098057","3","5","2","1503","67","S","5","2","2009","0121","30","HARBISON AV"
"2023034296","","3","02","","67","W","3","4","EV18","0100","20","JOHNSON ST"
"2023033629","3","3","3","154","67","S","3","2","0611","0061","30","BROAD ST"
"2023074581","3","3","02","0","67","N","3","2","3005","0150","35","BELMONT AV"
"2023045124","","4","02","","67","S","3","4","","","30","G ST"
"2023004669","","3","02","","67","E","4","4","EVQE","0100","25","RYAN AV"
"2023064652","","4","02","","67","N","4","4","","","25","26TH ST"
"2023085165","","3","02","","67","E","4","4","","","30","WOODLAND AV"
"2023026643","","3","01","","67","S","3","4","","","20","15TH ST"
"2023018325","3","3","2","2796","67","W","3","2","2002","0040","25","SNYDER AV"
"2023115276","","4","02","","67","S","4","4","","","20","SIXTYSECOND ST"
"2023102113","","5","02","","67","E","5","4","","","","SHEFFIELD AV"
"2023110198","3","3","02","","67","E","4","4","EV7R","0240","20","LUZERNE ST"
"2023039938","","3","02","","67","N","3","4","","","25","48TH ST"
"2023065936","3","3","3","0","67","N","3","2","0001","0250","40","ROOSEVELT BL"
"2023060339","3","4","03","880","67","S","6","2","0001","0171","40","ROOSEVELT BL"
"2023106524","3","3","02","","67","W","3","4","EV38","0120","20","KNORR ST"
"2023051203","","4","01","","67","W","4","4","","","","PALMER ST"
"2023023194","3","4","02","1598","67","S","5","2","0013","0241","30","FRANKFORD AV"
"2023007791","1","3","2","2759","67","W","3","1","0076","3401","50","SCHUYLKILL EX"
"2023103855","3","3","03","1725","67","N","3","2","0611","0080","30","BROAD ST"
"2023106443","","4","01","","67","W","3","4","","","25","YORK ST"
"2023038688","","3","02","","67","W","3","4","EVKW","0030","20","PINE ST"
"2023022363","3","3","04","2003","67","S","3","2","3007","0031","30","BENJAMIN FRANKLIN PY"
"2023032116","3","3","1","583","67","E","3","2","3010","0010","25","MARKET ST"
"2023070313","","4","01","","67","E","3","4","","","","ONTARIO ST"
"2023016472","3","3","1","2326","67","E","3","2","1013","0110","35","ACADEMY RD"
"2023011871","","3","01","","67","W","3","4","EVNB","0200","20","REED ST"
"2023062288","","4","01","","67","S","3","4","","","25","F ST"
"2023102029","3","4","02","","67","E","3","4","EUAR","0100","","WYOMING AV"
"2023060198","","4","02","","67","W","4","4","","","","KERPER ST"
"2023027778","3","3","2","408","67","E","3","2","3018","0070","30","HAVERFORD AV"
"2023007077","3","3","2","33","67","W","3","2","1002","0071","35","ADAMS AV"
"2023051427","","3","02","","67","W","3","4","EV78","0270","20","LONGSHORE AV"
"2023034402","","6","04","","46","W","6","4","","","","EASTON RD"
"2023031271","","4","02","","67","S","3","4","","","30","FORD RD"
"2023076960","","4","04","","67","W","5","4","","","30","E LEHIGH AV"
"2023088829","3","3","03","","67","W","4","4","EW15","0110","20","TYSON AV"
"2023015187","3","3","2","0","67","E","3","2","0013","0170","30","HUNTING PARK AV"
"2023060326","3","3","02","1378","67","N","5","2","1001","0100","25","VERREE RD"
"2023049200","","3","02","","67","W","4","4","EU4A","0050","20","ASPEN ST"
"2023031203","","4","03","","67","E","3","4","","","","MORRELL AV"
"2023080976","3","3","01","","67","N","3","4","EVM9","0030","20","PROVIDENT ST"
"2023100965","","3","02","","67","N","3","4","","","30","N 54TH ST"
"2023015783","","3","02","","67","W","3","4","EUCQ","0010","","CENTAUR PL"
"2023003270","3","3","2","3242","67","E","3","2","2006","0064","30","SPRING GARDEN ST"
"2023078680","","4","02","","67","W","3","4","","","25","WIGARD AV"
"2023117345","3","4","02","1872","67","S","4","2","0291","0141","25","BROAD ST"
"2023052381","","4","02","","67","N","5","4","","","35","N 33RD ST"
"2023117274","3","5","2","0","67","W","5","2","1004","0020","30","ERIE AV"
"2023083626","3","3","03","1201","67","N","3","2","0611","0150","30","BROAD ST"
"2023033973","","5","02","","67","W","4","4","","","30","W ERIE AV"
"2023062716","3","3","02","1586","67","N","3","2","4001","0080","35","HENRY AV"
"2023048358","","4","02","","67","E","3","4","","","","PARK TOWNE PL"
"2023041614","1","3","2","850","67","N","3","2","1013","0010","35","ACADEMY RD"
"2023069619","3","3","05","0","67","E","3","2","0291","0036","40","ISLAND AV"
"2023065201","","3","02","","67","E","3","4","","","25","BUIST AV"
"2023052453","3","3","2","955","67","N","3","2","2001","0160","25","RICHMOND ST"
"2024013461","3","5","02","","67","W","4","4","EU2J","0610","","HUNTING PARK AV"
"2023106914","3","5","02","0","67","E","5","2","3010","0010","25","MARKET ST"
"2023061525","3","3","2","1590","67","S","3","2","1009","0121","25","BUSTLETON AV"
"2023038676","","4","02","","67","N","3","4","","","","60TH ST"
"2023070114","3","5","04","60","67","W","5","2","1018","0031","25","GRANT AV"
"2023107822","1","3","3","1359","67","W","3","1","0676","0003","55","VINE STREET EX"
"2023027059","","3","02","","67","N","4","4","EV02","0160","20","I ST"
"2023019099","3","3","2","0","67","W","3","2","3021","0030","25","ELMWOOD AV"
"2023104152","1","3","4","2448","67","N","3","1","0095","0284","55","DELAWARE EX"
"2023094389","1","3","04","2500","67","E","3","1","0676","0014","55","VINE STREET EX"
"2023086494","","4","02","","67","E","4","4","","","","DIAMOND ST"
"2024001646","3","3","3","0","67","W","3","2","1004","0080","30","TORRESDALE AV"
"2023096125","","5","01","","67","W","4","4","","","20","ELSER ST"
"2023077446","","3","01","","67","S","4","4","","","25","15TH ST"
"2023033134","3","3","1","1232","67","E","3","2","3014","0014","25","SPRING GARDEN ST"
"2023062858","3","3","2","125","67","E","3","2","1011","0020","25","WILLITS RD"
"2023089362","3","3","2","1853","67","W","3","2","0013","0151","30","HUNTING PARK AV"
"2023079740","3","3","4","552","67","N","3","2","0611","0140","30","BROAD ST"
"2023022043","","4","02","","67","E","4","4","","","","COLLEGE AV"
"2023016073","","3","01","","67","E","4","4","EV0Y","0610","20","JEFFERSON ST"
"2023060706","","3","02","","67","N","4","4","","","30","58TH ST"
"2023104340","3","3","02","","67","W","4","4","EVSD","0190","20","E SEDGWICK ST"
"2023039755","1","3","4","980","67","N","3","1","0095","0240","55","DELAWARE EX"
"2023043515","","3","01","","67","W","4","4","EVGD","0260","25","NORRIS ST"
"2023020433","","3","02","","67","W","4","4","","","25","W HUNTING PARK AV"
"2023085217","","4","01","","67","N","3","4","","","20","N 7TH ST"
"2023096221","","4","99","","67","N","4","4","","","25","ALGON AV"
"2023035065","","3","01","","67","W","4","4","EVJS","0030","20","PEMBERTON ST"
"2023046596","3","3","2","2738","67","E","3","2","1024","0010","25","ROBBINS ST"
"2023074576","3","3","02","0","67","E","3","2","0003","0110","35","CHESTNUT ST"
"2023089011","","5","03","","67","S","5","4","","","25","CRESHEIM VALLEY DR"
"2023017623","","3","01","","67","E","3","4","","","30","SOUTH ST"
"2023108781","3","4","02","","67","W","3","4","EUBW","0430","35","ONTARIO ST"
"2023077623","3","3","2","1998","67","N","3","2","1009","0100","25","BUSTLETON AV"
"2023019508","","4","02","","67","E","3","4","","","","PASCHALL AV"
"2023108726","3","4","02","","67","N","3","4","EUT7","0230","","57TH ST"
"2023110607","3","4","1","616","67","W","4","2","1008","0051","25","LEVICK ST"
"2023016227","","4","01","","67","W","3","4","","","","ANNSBURY ST"
"2024004865","1","3","5","275","67","N","3","1","0095","0254","55","DELAWARE EX"
"2023071117","3","4","02","902","67","S","4","2","0291","0161","25","BROAD ST"
"2023039037","","3","02","","67","N","4","4","","","20","55TH ST"
"2023064743","","4","01","","67","N","4","4","","","","ELEVENTH ST"
"2023050946","3","3","3","1593","67","N","3","2","0611","0010","30","BROAD ST"
"2023060431","","4","01","","67","E","3","4","","","","WAKELING ST"
"2023008246","3","3","2","626","67","N","3","2","4007","0070","25","GERMANTOWN AV"
"2023082172","3","4","2","1103","67","S","4","2","1009","0091","25","BUSTLETON AV"
"2023075245","","4","02","","67","N","4","4","","","","FOX ST"
"2023020986","1","3","3","446","67","S","3","1","0095","0211","55","DELAWARE EX"
"2023008673","3","3","2","1511","67","N","3","2","3009","0130","35","RIDGE AV"
"2023115798","","4","01","","67","N","4","4","","","30","KENSINGTON AV"
"2023057701","3","3","2","2386","67","N","3","2","3013","0040","35","ISLAND AV"
