"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","VINA_BODY_TYPE_CD"
"2021006011","","04","N","3","3","","1","01","U","HOND","2012","","","","","","","","99","1HGCP2F66CA","1","","1","00","Y","W","030","0","","1","01","07","01","01","PA","1","01","P4D"
"2021028530","","04","N","3","1","","1","12","Y","HYUN","2008","","","","","","","","99","KMHDU46D98U","1","","1","00","Y","S","020","","","1","01","07","01","01","PA","1","01","P4D"
"2021053559","","15","N","3","1","","1","01","U","NISS","2016","","","","","","","","02","5N1AT2MT1GC","1","","1","00","Y","W","999","0","","1","01","07","99","13","PA","1","06","T4W"
"2021030541","","04","N","3","1","","1","02","Y","ACUR","2005","","","","","","","","01","19UUA66215A","1","","1","00","Y","N","055","","","1","01","01","04","03","PA","1","01","P4D"
"2021085380","","04","N","3","1","","1","06","Y","LINC","2012","","","","","","","","01","3LNHL2JC6CR","1","","1","00","Y","S","060","","","3","01","05","01","03","PA","3","01","P4D"
"2021044130","","15","N","2","1","","1","01","Y","CHEV","1997","","","","","","","","01","1GNEK13R8VJ","1","","1","00","N","N","999","","","1","01","04","01","13","PA","1","06","T4W"
"2021020365","","04","N","3","1","","1","12","Y","HYUN","2008","","","","","","","","02","KMHDU46D28U","1","","1","00","Y","S","065","","","1","01","08","01","06","PA","1","01","P4D"
"2021004342","","75","Y","1","1","","1","09","Y","VOLV","2005","","","","","","","","02","4V4NC9TJ05N","1","","1","00","N","S","055","0","","3","01","03","01","01","NJ","2","05","TTR"
"2021007473","","09","N","3","1","","1","12","U","TOYT","2014","","","","","","","","01","99999999999","1","","1","00","Y","W","040","","","1","01","01","12","04","PA","1","01",""
"2021042546","","15","N","3","1","","1","07","Y","HOND","2009","","","","","","","","01","5J6RE48539L","2","","1","00","Y","S","055","","","1","01","05","01","06","PA","1","06","T4W"
"2021031516","","04","N","1","1","","1","05","Y","MERZ","2014","","","","","","","","01","WDDHF8JB5EA","1","","1","00","Y","N","055","","","2","01","05","01","01","PA","3","01","P4D"
"2021024912","","15","N","3","2","","1","07","Y","KIA","2016","","","","","","","","","5XYPHDA55GG","1","","1","00","Y","","000","0","","2","02","09","06","01","PA","2","06","T4W"
"2021045256","","04","N","2","1","","5","06","Y","FORD","2014","","","","","","","","02","1FADP3F25EL","1","","1","00","N","E","000","0","","2","01","03","03","03","PA","2","01","P4D"
"2021038909","","","","","","","","","","","","U","01","99","0","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2021044112","","04","N","3","1","","1","06","U","TOYT","2016","","","","","","","","01","4T1BK1EB0GU","1","","1","00","Y","S","000","0","","2","01","05","03","03","NJ","2","01","P4D"
"2021036656","","69","N","9","1","","3","12","U","JEEP","2018","","","","","","","","02","ZACCJBAB3JP","1","","1","00","Y","S","999","0","","1","01","07","01","01","PA","1","06","T"
"2021002285","","04","N","3","1","","1","12","U","CHEV","2005","","","","","","","","02","1G1ZT52865F","2","","1","00","Y","N","035","","","1","01","12","19","07","PA","1","01","P4D"
"2021011465","","15","N","2","1","","1","01","Y","KIA","2014","","","","","","","","01","5XYKT3A63EG","2","","1","00","N","N","040","","","1","01","02","01","01","DE","1","06","T4W"
"2021015429","","04","N","2","1","","4","12","Y","ACUR","2013","","","","","","","","01","JH4CU2F40DC","1","","1","00","Y","E","020","","","1","01","03","01","01","PA","1","01","P4D"
"2021015828","","04","N","9","1","","1","12","Y","NISS","2010","","","","","","","","01","1N4AL2AP2AN","1","","1","00","N","S","025","","","2","01","05","01","03","PA","2","01","P4D"
"2021051178","","69","N","9","1","","1","12","Y","CHEV","2020","","","","","","","","01","KL7CJNSB4LB","1","","1","00","Y","S","025","","","2","01","05","01","01","PA","1","06","T"
"2021024563","","09","N","2","1","","3","06","Y","KIA","2019","","","","","","","","02","5XXGT4L36KG","2","","1","00","N","N","000","","","2","01","07","03","06","LA","2","01","P"
"2021033135","","15","N","3","1","","1","12","Y","HOND","2009","","","","","","","","02","3CZRE48549G","1","","1","00","Y","S","020","0","","1","01","05","01","06","PA","1","06","T4W"
"2021035132","","69","N","2","1","","1","14","Y","FORD","2018","","","","","","","","02","1FM5K8AR9JG","1","","1","03","N","N","025","0","","1","01","03","01","01","PA","1","06","T"
"2021064196","","","N","","","","","","","","","U","01","99","0","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2021020516","","69","N","1","1","","1","05","Y","GMC","2011","","","","","","","","02","1GD373BG3B1","1","","1","49","N","W","055","","","3","01","03","01","06","NJ","2","07","TYY"
"2021009094","","04","N","2","1","","1","09","Y","TOYT","2011","","","","","","","","01","4T1BF3EK5BU","1","","1","00","Y","E","015","","","1","01","12","12","01","PA","1","01","P4D"
"2021042717","","73","N","2","1","","1","12","Y","NDMC","2002","","","","","","","","01","JNAUXU1J32A","1","","1","00","N","W","020","","","1","01","03","01","06","PA","1","04","TTB"
"2021015618","","04","N","3","1","","1","07","N","DODG","2008","","","","","","","","02","1B3LC46J08N","1","","1","00","Y","E","085","","","1","01","02","15","06","PA","1","01","P4D"
"2021043999","","04","N","3","1","","1","99","Y","LINC","2015","","","","","","","","01","3LN6L2J98FR","1","","1","00","Y","S","030","0","","2","01","12","01","03","PA","2","01","P4D"
"2021053631","","04","N","9","3","","1","12","U","HOND","1998","","","","","","","","99","1HGEJ6673WL","1","","1","00","Y","N","035","","","1","01","02","01","01","PA","1","01","P4D"
"2021037385","","15","N","3","1","","1","12","Y","CHEV","2015","","","","","","","","01","2GNALAEK1F1","2","","1","00","Y","W","025","","","1","01","05","01","01","PA","1","06","T4W"
"2021044227","","04","N","3","1","","1","12","U","INFI","2006","","","","","","","","01","JNKCV51F86M","1","","1","00","Y","S","999","0","","1","01","05","01","01","PA","1","01","P4D"
"2021055880","","04","N","3","3","","1","12","N","HOND","2008","","","","","","","","99","1HGCP26848A","1","","1","00","Y","E","050","","","1","01","08","01","01","PA","1","01","P4D"
"2021015230","","15","N","2","1","","1","01","Y","TOYT","2008","","","","","","","","01","JTMBD33V386","1","","1","00","Y","E","010","","","1","01","03","12","11","PA","1","06","T4W"
"2021014841","","","N","9","4","","1","99","U","UNKN","","","","","","","","","99","","1","","1","99","N","U","025","","","2","05","99","99","99","ZZ","2","99",""
"2021030652","","51","N","2","1","","1","12","Y","GMC","2015","","","","","","","","01","1GTV2TEH1FZ","2","","1","00","N","N","030","0","","1","01","03","01","06","PA","1","04","T4C"
"2021007952","","02","N","2","2","","1","06","U","HYUN","2013","","","","","","","","","KMHHT6KD3DU","0","","1","00","N","","000","","","6","02","01","06","01","PA","2","01","PCP"
"2021038461","","04","N","3","1","","1","12","Y","HOND","2007","","","","","","","","01","1HGFA165X7L","1","","1","00","Y","W","005","0","","1","01","03","01","01","PA","1","01","P4D"
"2021045603","","04","N","3","1","","1","12","Y","FORD","2013","","","","","","","","01","1FAHP2F83DG","4","","1","00","Y","S","025","0","","1","01","05","01","13","TX","1","01","P4D"
"2021038834","","","","","","","","","","","","U","01","99","0","U","01","U","00","","1","","","","","","","","","1","30","","99","99","","2","31",""
"2021042744","","04","N","3","1","","1","04","Y","HYUN","2014","","","","","","","","01","5NPDH4AE2EH","1","","1","00","Y","E","999","0","","2","01","05","12","08","PA","2","01","P4D"
"2021039736","","69","N","2","2","","1","10","N","TOYT","2019","","","","","","","","","JTEBU5JR1K5","0","","1","00","N","","000","0","","2","02","05","06","13","PA","2","06","T"
"2021083400","","15","N","2","1","","1","12","Y","DODG","2012","","","","","","","","02","1C4RDJEG7CC","1","","1","00","N","W","025","","","1","01","03","01","09","PA","1","06","T4W"
"2021020827","","15","N","3","1","","1","07","Y","CHEV","2012","","","","","","","","02","2GNFLCEK3C6","1","","1","00","Y","S","999","","","2","01","08","01","01","PA","3","06","T4W"
"2021041355","","69","N","3","1","","2","09","Y","FIAT","2019","","","","","","","","02","ZFBNFAAH4KZ","3","","4","00","Y","W","999","0","","1","01","04","15","06","PA","1","06","T"
"2021003578","","03","N","3","1","","1","01","Y","MNNI","2003","","","","","","","","01","WMWRE33413T","1","","1","00","Y","N","055","","","2","01","05","01","03","PA","3","01","P2H"
"2021027889","","09","N","3","1","","1","12","U","HYUN","2020","","","","","","","","03","5NPD84LF7LH","1","","1","00","Y","N","030","0","","2","01","02","01","01","NJ","2","01","P"
"2021033132","","15","N","3","1","","5","11","U","JEEP","2007","","","","","","","","01","1J4GL58KX7W","1","","1","00","Y","W","035","0","","1","01","05","01","03","PA","0","06","T4W"
"2021042341","","09","N","2","1","","1","03","Y","FORD","2019","","","","","","","","01","3FA6P0RUXKR","1","","1","00","N","W","010","","","3","01","02","01","01","PA","2","01","P"
"2021032832","","15","N","1","1","","1","12","Y","CHEV","2011","","","","","","","","01","1GNKVLED2BJ","6","","1","00","N","E","015","0","","1","01","03","01","13","PA","1","06","T4W"
"2021037728","","40","N","3","1","","1","12","Y","CHEV","2007","","","","","","","","02","1GAGG25V171","3","","1","46","Y","W","010","0","","2","01","02","12","01","PA","2","07","TSV"
"2021054586","","15","N","9","2","","3","10","U","FORD","2017","","","","","","","","","1FMCU9G93HU","0","","1","00","N","","000","0","","2","02","05","06","98","PA","2","06","T4W"
"2021018300","","05","N","3","1","","1","12","U","HOND","2008","","","","","","","","01","JHMGD38488S","1","","1","00","Y","E","010","0","","1","01","07","01","01","PA","1","01","P4H"
"2021025195","","02","N","0","1","","1","11","U","NISS","2008","","","","","","","","01","1N4AL24E18C","1","","1","00","N","W","005","0","","1","01","03","01","06","PA","1","01","PCP"
"2021020010","","","","","","","","","","","","U","01","99","0","U","01","U","","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2021027668","","04","N","3","1","","1","12","Y","HYUN","2011","","","","","","","","01","5NPEC4AC6BH","1","","1","00","Y","N","020","0","","1","01","05","01","13","PA","1","01","P4D"
"2021034133","","09","N","3","1","","1","03","Y","HOND","2018","","","","","","","","01","1HGCV1F17JA","1","","1","00","Y","E","999","","","2","01","05","01","13","PA","2","01","P"
"2021032750","","15","N","1","1","","1","12","Y","TOYT","2017","","","","","","","","01","2T3BFREV0HW","1","","1","00","N","W","020","0","","1","01","05","11","01","NJ","1","06","T4W"
"2021028392","","69","N","3","1","","1","04","Y","NISS","2019","","","","","","","","02","1N6AA1E57KN","2","","1","00","Y","E","030","0","","2","01","07","01","01","PA","2","04","T"
"2021022957","","69","N","3","1","","1","11","Y","NISS","2018","","","","","","","","01","KNMAT2MT4JP","1","","4","00","Y","S","045","","","1","01","01","16","01","PA","1","06","T"
"2021084145","","04","N","2","1","","2","09","U","MAZD","2014","","","","","","","","02","JM1BM1V75E1","1","","1","00","N","W","045","","","2","01","12","01","09","PA","2","01","P4D"
"2021053649","","15","N","2","1","","1","06","Y","KIA","2017","","","","","","","","01","KNDPN3AC2H7","1","","1","00","N","N","000","","","2","01","12","03","01","PA","2","06","T4W"
"2021022324","","09","N","2","1","","1","12","Y","MITS","2020","","","","","","","","01","ML32F4FJ9LH","1","","1","00","N","W","025","","","2","01","07","01","01","PA","3","01","P"
"2021028654","","","","","","","","","","","","U","01","99","0","U","01","U","","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2021007806","","04","N","3","1","","4","12","Y","HOND","2009","","","","","","","","01","5KBCP36869B","1","","1","00","Y","N","030","0","","1","01","03","01","13","PA","1","01","P4D"
"2021033197","","09","N","3","1","","1","11","Y","HYUN","2018","","","","","","","","01","5NPE24AF1JH","1","","1","00","Y","N","050","","","1","01","03","15","06","PA","1","01","P"
"2021048108","","04","N","9","2","","1","01","U","DODG","2011","","","","","","","","","2B3CL3CG3BH","0","","1","00","N","","000","0","","3","02","12","06","01","PA","2","01","P4D"
"2021070379","","04","N","3","1","","1","08","U","HOND","2006","","","","","","","","99","JHMFA36256S","1","","1","00","Y","S","020","0","","2","01","05","01","13","NJ","2","01","P4D"
"2021031960","","15","N","3","3","","1","12","U","JEEP","2013","","","","","","","","99","1C4BJWEG2DL","1","","1","99","Y","E","035","","","1","01","01","01","01","PA","1","06","T4W"
"2021044766","","04","N","2","1","","1","06","Y","CHEV","2014","","","","","","","","01","1G1PK5SBXE7","2","","1","00","N","S","999","","","2","01","12","12","04","PA","2","01","P4D"
"2021047288","","69","N","3","1","","1","03","Y","JEEP","2018","","","","","","","","01","1C4HJXEG2JW","1","","1","00","Y","E","025","0","","2","01","07","01","13","PA","2","06","T"
"2021018390","","42","Y","9","1","","1","01","Y","FRHT","2006","","","","","","","","02","4UZAANBW56C","1","","1","00","Y","S","025","0","","1","01","03","01","13","NJ","1","05","TSN"
"2021006409","","15","N","3","1","","1","13","Y","SUBA","2017","","","","","","","","98","JF2SJALC7HH","1","","1","00","Y","W","025","0","","2","01","01","01","13","PA","3","06","T4W"
"2021035982","0","39","Y","2","1","0","1","12","Y","NOVB","2014","","","","","","","","02","4RKYL82L2E4","8","12","1","00","N","S","999","","0","1","01","03","01","03","PA","1","03","TBU"
"2021042486","","15","N","2","1","","1","11","Y","OLDS","2004","","","","","","","","02","1GHDT13S442","3","","1","00","N","S","025","0","","1","01","03","04","11","PA","1","06","T4W"
"2021028855","","69","N","2","1","","1","02","Y","CHRY","2010","","","","","","","","01","2A4RR8D13AR","3","","1","46","N","W","015","","","2","01","07","01","03","PA","2","07","T"
"2021049741","","","N","","","","","","","","","U","01","99","0","U","01","U","","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2021026741","","04","N","3","1","","1","11","Y","TOYT","2016","","","","","","","","01","3MYDLBZV0GY","1","","1","00","Y","W","015","","","2","01","01","01","01","NJ","2","01","P4D"
"2021032418","","69","N","1","1","","1","10","Y","VOLK","2020","","","","","","","","01","3VV2B7AX6LM","1","","1","00","N","E","005","","","3","01","05","10","02","PA","2","06","T"
"2021070372","","69","N","3","1","","1","12","Y","TOYT","2021","","","","","","","","01","2T3P1RFV7MC","1","","1","00","Y","W","020","0","","1","01","05","04","02","PA","1","06","T"
"2021041375","","15","N","0","1","","1","12","N","BMW","2011","","","","","","","","01","5UXWX7C54BL","1","","1","00","N","S","020","0","","1","01","01","01","13","PA","1","06","T4W"
"2021051597","","09","N","9","4","","1","99","N","UNKN","","","","","","","","","99","","1","","1","00","N","E","040","0","","1","05","01","04","07","ZZ","1","01",""
"2021071729","","28","N","9","1","","1","11","U","HOND","1998","","","","","","","","01","JH2SC330XWM","1","","1","41","N","W","070","","","1","01","01","15","99","PA","1","02","MRC"
"2021074578","","05","N","3","1","","1","12","Y","NISS","2010","","","","","","","","01","3N1BC1CP6AL","1","","1","00","Y","W","050","","","1","01","03","01","06","NJ","1","01","P4H"
"2021096002","","29","N","9","1","","1","07","Y","SUZI","2021","","","","","","","","02","JS1SK44A9M7","1","","1","41","N","N","015","","","2","01","06","01","01","PA","2","02","M"
"2021077123","","40","N","3","1","","1","12","U","HOND","2007","","","","","","","","02","5FNRL38667B","1","","1","46","Y","W","999","","","1","01","12","01","13","DE","1","07","TSV"
"2021089137","","69","N","3","1","","1","07","Y","TOYT","2019","","","","","","","","02","5TDJZRFH1KS","1","","1","00","Y","E","035","","","2","01","05","01","01","NJ","2","06","T"
"2021122718","","","N","9","4","","1","99","N","","","","","","","","","","99","","1","","1","00","N","W","040","","","1","05","05","15","03","ZZ","1","99",""
"2021102302","","15","N","0","2","","1","06","U","JEEP","2015","","","","","","","","","1C4RJFAG2FC","0","","1","00","N","","000","","","5","02","12","06","13","PA","2","06","T4W"
"2021026835","","15","N","1","1","","1","06","Y","HYUN","2011","","","","","","","","01","KM8NU4CC5BU","1","","1","00","N","S","005","","","2","01","01","02","01","PA","2","06","T4W"
"2021034360","","69","Y","1","1","","1","02","Y","FRHT","2018","","","","","","","","02","3ALACWFC3JD","1","","1","00","N","S","040","","","2","01","06","01","03","IN","2","05","T"
"2021004389","","04","N","3","1","","1","03","Y","STRN","2000","","","","","","","","02","1G8ZH5284YZ","1","","1","00","Y","N","025","0","","2","01","04","12","04","PA","2","01","P4D"
"2021004388","","","N","","","","","","","","","U","04","99","0","U","99","U","00","","1","","","","","","","","","3","30","","99","99","","2","99",""
"2021070347","","15","N","3","1","","1","09","U","CHEV","1999","","","","","","","","01","2CNBJ13C3X6","1","","1","00","Y","N","010","0","","2","01","05","01","01","PA","2","06","T4W"
"2021022711","","04","N","2","1","","1","05","Y","TOYT","2015","","","","","","","","01","4T1BD1FK7FU","1","","1","00","N","E","020","0","","2","01","08","12","04","PA","2","01","P4D"
"2021031599","","20","N","3","1","","1","12","U","SUZI","2008","","","","","","","","02","JS1NP41A682","1","","1","41","Y","S","050","0","","1","01","07","01","01","PA","1","02","MRS"
"2021054062","","15","N","3","1","","1","12","Y","KIA","2016","","","","","","","","01","KNDJN2A22G7","2","","1","00","Y","W","055","","","1","01","05","01","01","PA","1","06","T4W"
"2021041740","","09","N","2","1","","1","09","Y","HOND","2019","","","","","","","","02","1HGCV3F18KA","1","","1","00","Y","S","040","","","3","01","03","08","01","PA","1","01","P"
"2021084852","","69","N","3","1","","1","01","Y","TOYT","2019","","","","","","","","01","JTMP1RFV4KD","1","","1","00","Y","N","070","","","1","01","01","01","06","CT","1","06","T"
"2021005986","","09","N","2","2","","1","01","U","FORD","2019","","","","","","","","","1FAHP2MK3KG","0","","1","03","N","E","000","","","2","02","03","06","13","PA","2","01","P"
"2021009422","","15","N","3","1","","1","03","Y","NISS","2001","","","","","","","","01","JN8DR07Y31W","1","","1","00","Y","N","025","","","1","01","08","01","13","PA","1","06","T4W"
"2021008843","","15","N","1","2","","1","06","U","TOYT","2013","","","","","","","","","JTEBU4BF0DK","0","","1","00","N","","000","","","2","02","03","06","01","NJ","2","06","T4W"
"2021027676","","","","","","","","","","","","U","01","99","0","U","01","U","","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2021051831","","23","N","1","1","","5","12","U","SUZI","2000","","","","","","","","01","JS1DK4234Y2","1","","1","41","N","W","030","","","1","01","03","01","01","PA","2","02","MT"
"2021027669","","04","N","1","2","","1","10","Y","MERZ","2002","","","","","","","","","WDBRF61J92F","0","","1","00","N","","000","","","2","02","08","06","01","PA","2","01","P4D"
"2021058736","","73","Y","0","1","","1","12","Y","PTRB","2014","","","","","","","","08","3BP1HM6X2EF","1","","1","00","N","N","999","","","1","01","12","01","01","PA","1","05","TTB"
"2021085380","","04","N","1","1","","1","12","Y","LEXS","2014","","","","","","","","01","JTHBE1BL6E5","1","","1","31","N","S","060","","","2","01","05","01","03","GA","3","01","P4D"
"2021070546","","15","N","3","1","","1","01","Y","KIA","2011","","","","","","","","01","KNDPB3A29B7","1","","1","00","Y","S","055","","","1","01","12","01","06","PA","1","06","T4W"
"2021020429","","75","Y","1","2","","9","12","Y","INTL","2011","","","","","","","","","3HSDJSJR3BN","0","","1","00","N","","000","0","","2","02","01","06","12","NJ","2","05","TTR"
"2021003608","","69","Y","1","1","","1","11","Y","INTL","2019","","","","","","","","02","3HTDSTZT1KN","1","","4","00","N","W","040","","","2","01","02","16","01","PA","2","05","T"
"2021012624","","09","N","2","1","","1","12","Y","NISS","2018","","","","","","","","01","1N4AL3AP3JC","1","","1","00","N","W","025","0","","1","01","05","01","13","PA","1","01","P"
"2021042546","","04","N","3","1","","1","12","Y","DODG","2002","","","","","","","","02","2B3HD46RX2H","1","","1","00","Y","S","020","","","3","01","03","01","06","NJ","1","01","P4D"
"2021032498","","04","N","3","1","","1","02","Y","LINC","2006","","","","","","","","01","3LNHM26126R","1","","1","00","Y","S","055","","","1","01","02","01","01","PA","3","01","P4D"
"2021024579","","15","N","3","1","","1","99","Y","KIA","2012","","","","","","","","01","5XYKTCA67CG","2","","1","00","Y","N","025","0","","2","01","99","01","06","PA","2","06","T4W"
"2021045256","","15","N","3","1","","5","06","Y","HOND","2011","","","","","","","","02","5FNYF4H68BB","2","","1","00","Y","E","000","","","4","01","11","03","01","PA","2","06","T4W"
"2021037381","","","","","","","","","","","","U","01","99","0","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2021044023","","15","N","2","4","","1","12","U","HOND","2016","","","","","","","","99","2HKRM4H37GH","1","","1","00","N","N","015","0","","1","05","05","01","13","PA","1","06","T4W"
"2021012805","","15","N","2","1","","1","12","Y","HOND","2013","","","","","","","","01","2HKRM4H70DH","1","","1","00","N","W","020","0","","1","01","07","01","13","PA","1","06","T4W"
"2021002283","","69","N","3","1","","1","03","Y","FORD","2020","","","","","","","","07","1FM5K8AB5LG","2","","1","03","Y","E","020","","","2","01","03","01","06","PA","2","06","T"
"2021003626","","04","N","3","1","","1","01","N","TOYT","1993","","","","","","","","01","2T1AE09E0PC","2","","1","00","Y","E","030","","","1","01","01","15","01","PA","1","01","P4D"
"2021000462","","04","N","3","1","","1","12","Y","DODG","2010","","","","","","","","01","2B3CA3CV4AH","1","","1","00","Y","N","025","0","","1","01","03","01","01","PA","1","01","P4D"
"2021042072","2","02","N","2","1","0","2","11","Y","NISS","2011","","","","","","","","02","1N4AL2EPXBC","1","11","1","00","Y","S","999","0","0","1","01","12","01","03","PA","1","01","PCP"
"2021053627","","15","N","2","1","","1","12","Y","NISS","2008","","","","","","","","02","5N1AR18B28C","1","","1","00","N","S","030","0","","1","01","03","01","08","PA","1","06","T4W"
"2021024506","","04","N","9","1","","9","06","Y","NISS","2006","","","","","","","","01","1N4BL11D06C","1","","1","00","N","S","000","0","","2","01","99","03","01","PA","3","01","P4D"
"2021056627","","79","Y","2","4","","2","02","U","","","","","","","","","","99","","1","","1","21","N","N","060","1","","1","05","05","99","01","ZZ","1","05",""
"2021038460","","04","N","9","1","","1","99","Y","NISS","2012","","","","","","","","01","1N4BL2AP3CC","1","","1","00","N","S","015","","","1","01","99","12","13","PA","1","01","P4D"
"2021094437","","04","N","2","2","","1","06","Y","TOYT","1997","","","","","","","","","4T1BF12B8VU","0","","1","00","N","","000","","","2","02","05","06","01","PA","2","01","P4D"
"2021020516","","04","N","2","1","","1","09","Y","TOYT","2004","","","","","","","","01","4T1BF32K84U","1","","1","00","N","W","045","","","2","01","08","01","01","PA","2","01","P4D"
"2021010204","","04","N","2","4","","1","12","U","FORD","2014","","","","","","","","01","1FAHP2MK3EG","1","","1","00","N","N","025","0","","1","05","05","11","01","TX","1","01","P4D"
"2021023599","","69","N","3","1","","1","12","Y","HYUN","2018","","","","","","","","01","5NMZTDLB5JH","1","","1","00","Y","W","045","","","2","01","05","01","01","PA","1","06","T"
"2021030723","","15","N","2","2","","1","10","Y","CHEV","2005","","","","","","","","","1GNET16S756","0","","1","00","N","E","000","","","2","02","01","06","08","PA","2","06","T4W"
"2021035559","","04","N","1","1","","1","11","Y","DODG","2015","","","","","","","","01","1C3CDFEB5FD","1","","1","00","Y","S","015","","","2","01","12","01","01","PA","2","01","P4D"
"2021029402","","15","N","3","3","","1","12","U","FORD","2010","","","","","","","","99","2FMDK3GC7AB","1","","1","00","Y","N","050","","","1","01","05","01","01","PA","1","06","T4W"
"2021037385","","69","N","2","1","","1","12","Y","JEEP","2019","","","","","","","","02","1C4PJMCB9KD","1","","1","00","Y","N","000","","","3","01","03","03","01","PA","2","06","T"
"2021072338","","","N","","","","","","","","","U","01","99","0","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2021101419","","15","N","3","1","","1","01","N","FORD","2006","","","","","","","","01","1FMEU73856U","2","","4","00","Y","W","045","","","1","01","07","15","98","PA","1","06","T4W"
"2021021418","","09","N","2","1","","1","07","Y","HYUN","2019","","","","","","","","02","KMHC65LC7KU","2","","1","00","N","N","020","0","","2","01","03","01","01","PA","2","01","P"
"2021008850","","04","N","9","2","","1","08","U","FORD","2009","","","","","","","","","1FAHP23W39G","0","","1","00","N","","000","0","","2","02","05","06","01","PA","3","01","P4D"
"2021030652","","09","N","3","1","","1","06","U","HOND","2018","","","","","","","","01","2HGFC2F54JH","1","","1","00","Y","N","005","0","","2","01","05","02","07","NJ","2","01","P"
"2021006202","","04","N","3","1","","1","12","U","PONT","2008","","","","","","","","01","2G2WC58C681","2","","1","00","Y","S","035","0","","1","01","05","08","01","PA","1","01","P4D"
