"CRN","TRAILER_PARTIAL_VIN","TRL_SEQ_NUM","TRL_VEH_REG_STATE","TRL_VEH_TAG_NUM","TRL_VEH_TAG_YR","TRL_VEH_TYPE_CD","UNIT_NUM"
"2019121418","","0","MA","BHYXNQ","2020","7","2"
"2019110177","","0","PA","PT252H5","2020","7","1"
"2019041266","","0","PA","PT176C9","2020","7","2"
"2019055842","","0","IL","T508753","2002","7","2"
"2019078039","","0","","","","2","2"
"2019129878","","0","TN","U703224","2020","7","2"
"2019031980","","1","ZZ","999999999999","2019","3","1"
"2019036289","","0","ZZ","999999999999","9999","7","1"
"2019052168","","0","PA","XLG5335","2000","3","1"
"2019043390","","0","NJ","TUD33U","2018","7","2"
"2019112334","","0","PA","XJL3301","2019","3","2"
"2019037655","","0","MO","8953PH","2019","7","1"
"2019121301","","0","IL","609553ST","2019","7","1"
"2019066580","","0","ME","2495264","2022","7","1"
"2019027629","","0","NY","BP14718","2017","3","2"
"2019041727","","0","IL","622986ST","2017","7","3"
"2019093381","","0","PA","368189Z","2020","6","2"
"2019038083","","0","ME","2835876","2019","6","1"
"2020009287","","0","ZZ","999999999999","9999","7","2"
"2019043878","","0","ME","2824311","2016","7","1"
"2019078604","","0","KY","54092T","2020","7","2"
"2019123111","","0","ZZ","999999999999","9999","7","1"
"2019021652","","0","PA","XDW0364","2019","7","2"
"2019098358","","0","ZZ","999999999999","9999","7","2"
"2020019418","","0","ZZ","999999999999","9999","7","1"
"2019047046","","0","ME","B746674","2013","7","3"
"2019075872","","1","PA","OOO-OOO","2019","1","1"
"2019088520","","0","","","","9","1"
"2019089998","","0","MO","U595313","2016","7","2"
"2019094171","","0","PA","KJS4706","2019","3","2"
"2019041681","","0","ME","2352718","2023","7","2"
"2019045461","","0","PA","000000","2019","8","2"
"2019055457","","0","ZZ","999999999999","9999","7","1"
"2019120653","","0","IN","P557521","2018","7","1"
"2019065228","","0","ZZ","UNKNOWN","2020","7","2"
"2019073272","","0","IL","615280ST","2017","7","2"
"2019074234","","0","WI","999999999999","2020","7","2"
"2019126424","","0","ZZ","999999999999","9999","7","2"
"2019015754","","0","TN","U795422","2019","7","2"
"2019112373","","0","ZZ","999999999999","9999","7","2"
"2019131274","","0","NJ","TNN22L","2003","7","1"
"2020011563","","0","ZZ","999999999999","9999","7","1"
"2019022728","","0","PA","PT8408Z","2019","7","2"
"2019081395","","0","IN","P252540","2019","6","1"
"2020012041","","0","NJ","TEH59J","2020","7","4"
"2019054918","","0","","","","2","1"
"2019068010","","0","PA","UNKNOWN","2000","7","1"
"2019055735","","0","PA","PT424G9","2015","7","1"
"2019123117","","0","ME","3621265","2022","7","3"
"2020008483","","0","ZZ","999999999999","9999","7","2"
"2019091731","","0","IN","P31513","2020","7","1"
"2019098478","","0","ZZ","999999999999","9999","7","2"
"2019024585","","0","ZZ","999999999999","9999","7","1"
"2019079054","","0","","","","8","2"
"2019085496","","0","NJ","TEH40J","2006","7","3"
"2019087904","","0","NJ","TMD38Z","2019","3","1"
"2019088520","","0","","","","9","2"
"2019106959","","0","PA","PT9278Z","2020","7","1"
"2019002755","","0","ZZ","9999999999","9999","7","1"
"2019045256","","0","IN","2824488","2019","7","2"
"2019080220","","0","","","","7","2"
"2019032625","","0","","","","3","1"
"2019036543","","0","NJ","TVN57B","2019","7","2"
"2019040681","","0","ME","2827472","2018","7","1"
"2019011219","","0","PA","XFZ3811","2011","3","2"
"2019061161","","0","IL","678047","2019","7","2"
"2019126306","","0","ME","2165781","2021","7","1"
"2019030728","","0","NE","265796","2019","7","1"
"2019004373","","0","ZZ","999999999999","9999","7","2"
"2019049211","","0","ZZ","999999999999","9999","7","2"
"2019063021","","0","PA","KWD4370","2014","8","2"
"2019089616","","0","VA","942694TL","2019","7","1"
"2019061170","","0","ME","38TRL28929","2019","7","1"
"2019071774","","0","PA","PT617A9","2014","7","1"
"2019003598","","0","ME","2060378","2015","7","1"
"2019102065","","0","ME","TLR 21-74044","2000","7","1"
"2019106873","","0","PA","999999999999","2015","7","1"
"2019112451","","0","FL","IE05NZ","2020","6","1"
"2019054445","","0","IN","P762369","2019","7","1"
"2019073738","","0","GA","TL8NK86","2020","3","4"
"2019133578","","0","ZZ","999999999999","9999","7","2"
"2019103716","","0","ZZ","999999999999","9999","7","1"
"2020010189","","0","ZZ","999999999999","9999","7","2"
"2019070467","","0","TX","093C678","2018","1","1"
"2019098352","","0","ZZ","999999999999","9999","7","1"
"2019048802","","0","PA","PT9300L","2099","7","2"
"2019082833","","0","PA","XKR1629","2022","7","2"
"2019093331","","0","MD","356573G","2020","8","1"
"2019021652","","0","IL","672699ST","2019","7","3"
"2019023195","","0","PA","PT116D0","2019","7","1"
"2019095994","","0","PA","ZKA8580","2018","2","1"
"2019134028","","0","PA","XKT1039","2019","8","2"
"2019041727","","0","ZZ","999999999999","9999","7","1"
"2019044180","","0","","","","2","2"
"2019026947","","1","PA","PT142E0","1999","7","2"
"2019041727","","0","ZZ","999999999999","9999","7","2"
"2019129883","","0","GA","WIII319","2019","7","1"
"2019018969","","0","FL","TVA17F","2022","7","1"
"2019041508","","0","IN","P507853","2019","3","2"
"2019084670","","0","ME","23TRL2589E","2019","7","1"
"2019041824","","0","PA","XGC2093","2020","3","2"
"2019042830","","0","NJ","TBN34P","2019","7","2"
"2019057109","","0","PA","PT93806","2019","7","3"
"2019069822","","0","PA","XLY4613","2001","3","1"
"2019047849","","0","ME","2455434","2019","7","2"
"2019121373","","0","OH","TRH3779","2020","7","1"
"2020018888","","0","OK","6111JY","2020","7","1"
"2019043339","","0","MS","374","2019","7","2"
"2019036272","","0","NJ","TTZ78U","2019","8","1"
"2019056314","","0","OK","2123IA","2019","6","2"
"2019085464","","0","NJ","AR613E","2019","6","2"
"2019023860","","0","OR","HV43616","2019","6","2"
"2019084433","","0","PA","PT5939T","2019","7","1"
"2019036272","","0","ME","2367953","2019","8","2"
"2019119392","","0","IL","633410ST","2017","7","2"
"2019135156","","0","NJ","TCC69Y","2019","7","1"
"2019013776","","0","NY","BR75774","2019","7","3"
"2019040529","","0","ZZ","99999999999","9999","7","2"
"2019048830","","0","ZZ","99999999","9999","7","1"
"2019096995","","0","ME","2364337","2020","7","1"
