"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
2022089093,"N","Y","U","U","9","U","U","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2022125231," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022009406,"U","U","Y","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022047390," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022065090," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022077695,"N","U","N","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",2
2022102959,"U","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",3
2022100960," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022010903," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022029196," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022072206," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022102221," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022075757,"N","U","N","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022097186,"N","N","N","N","0","N","N","Y","N","00750","N"," "," "," "," "," "," "," ","N",1
2022014812,"N","N","N","N","0","N","N","Y","N","09999","N"," "," "," "," "," "," "," ","N",2
2022045906,"N","N","U","Y","1","U","U","Y","N","00999","N"," "," "," "," "," "," "," ","N",2
2022086458,"U","N","N","U","9","U","U","N","Y","00200","N"," "," "," "," "," "," "," ","N",1
2022104977,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2022060004,"N","U","N","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022060040,"N","N","Y","U","1","U","U","N","U","00650","N"," "," "," "," "," "," "," ","N",1
2022100631," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",3
2022102014," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022048954,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2022077072," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022076554," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022083640," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022102306,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",2
2022070449,"N","U","U","U","9","U","U","Y","U","00500","N"," "," "," "," "," "," "," ","N",1
2022120489," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022049292," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022066349,"Y","N","U","Y","3","Y","Y","Y","N","01584","N"," "," "," "," "," "," "," ","N",1
2022086701,"N","U","U","U","9","U","U","U","U","00850","N"," "," "," "," "," "," "," ","N",1
2022014770," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022026224,"N","N","U","N","1","N","Y","Y","Y","00100","Y","N","N","N","Y","1","Y","Y","N",1
2022096753,"N","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022109458," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022073983,"N","Y","Y","U","1","Y","Y","Y","N","00649","N"," "," "," "," "," "," "," ","N",1
2022099879," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022044051,"N","U","U","U","1","U","U","U","U","00599","N"," "," "," "," "," "," "," ","N",2
2022047165,"N","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",3
2022044755," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022016192," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022087242,"N","Y","N","U","1","Y","U","Y","Y","00750","N"," "," "," "," "," "," "," ","N",2
2022078753,"U","U","U","U","9","U","U","U","U","01200","N"," "," "," "," "," "," "," ","N",1
2022052127,"N","U","U","U","9","U","U","U","U","00750","N"," "," "," "," "," "," "," ","N",1
2022072495," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022072586,"N","N","U","N","0","N","N","N","N","00749","N"," "," "," "," "," "," "," ","N",1
2022070926,"N","U","U","U","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2022098740," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022103996," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022095230,"N","U","N","N","0","N","N","Y","Y","00689","N"," "," "," "," "," "," "," ","N",1
2022118587," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022043811,"N","N","U","N","1","U","Y","Y","N","00399","Y","N","N","U","Y","1","Y","Y","N",2
2022043866,"N","N","Y","U","1","U","U","Y","N","00037","N"," "," "," "," "," "," "," ","N",2
2022061213,"N","N","U","N","0","N","N","N","N","00600","N"," "," "," "," "," "," "," ","N",1
2022072491," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022072264,"N","Y","U","U","1","U","N","Y","N","99999","N"," "," "," "," "," "," "," ","N",1
2022044116,"Y","N","U","N","0","N","N","Y","Y","00650","N"," "," "," "," "," "," "," ","N",1
2022069353,"N","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022110558,"Y","U","U","U","9","U","U","U","U","00652","N"," "," "," "," "," "," "," ","N",1
2022121803," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022084915," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022075645,"Y","Y","Y","Y","3","Y","Y","Y","Y","01690","N"," "," "," "," "," "," "," ","N",2
2022090313," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022055601," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022050566," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022072923,"Y","Y","Y","Y","3","Y","Y","Y","N","01811","N"," "," "," "," "," "," "," ","N",3
2022098393," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022103992," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022021931,"N","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022079174," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022075814,"N","U","U","U","9","U","U","U","U","00050","N"," "," "," "," "," "," "," ","N",2
2022108059," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022068632,"U","U","U","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",2
2022086741,"N","U","N","U","9","U","U","U","U","00600","N"," "," "," "," "," "," "," ","N",2
2022099524," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022090175," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022075747," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022037591,"N","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022081433," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022095008," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022056902," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022051586,"U","U","U","U","9","U","U","U","U","00998","N"," "," "," "," "," "," "," ","U",2
2022029167,"N","U","U","U","1","Y","Y","U","U","01500","N"," "," "," "," "," "," "," ","N",2
2022063551,"N","Y","N","Y","0","N","N","Y","N","01200","N"," "," "," "," "," "," "," ","N",1
2022119746,"N","N","N","Y","1","N","Y","Y","Y","00000","N"," "," "," "," "," "," "," ","N",1
2022023928," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022063032," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022004207,"N","U","U","U","1","U","Y","Y","Y","00321","N"," "," "," "," "," "," "," ","N",2
2022016000,"Y","U","U","U","0","N","N","Y","U","00110","N"," "," "," "," "," "," "," ","N",2
2022039765,"N","Y","U","Y","1","Y","Y","Y","Y","00599","N"," "," "," "," "," "," "," ","N",1
2022084558,"N","U","U","U","9","U","U","U","U","00500","U"," "," "," "," "," "," "," ","N",1
2022060340,"N","U","U","U","3","U","U","U","U","00000","N"," "," "," "," "," "," "," ","N",1
2022072254," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022057299," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022044623,"N","N","U","Y","1","U","Y","Y","Y","00900","N"," "," "," "," "," "," "," ","N",1
2022095487,"N","N","N","Y","0","N","N","Y","Y","00001","N"," "," "," "," "," "," "," ","N",2
2022073963," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022093469," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022007609," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022068591," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022102942,"N","U","N","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2022049171," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022072616," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022103694,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2022098738,"U","U","N","U","9","U","U","U","U","00689","N"," "," "," "," "," "," "," ","N",2
2022090307,"Y","N","N","N","0","N","N","Y","N","00400","N"," "," "," "," "," "," "," ","N",2
2022030630," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022032898,"Y","Y","U","N","1","U","N","Y","Y","01312","N"," "," "," "," "," "," "," ","N",2
2022047933,"Y","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022064021,"N","U","U","Y","1","U","Y","U","U","00737","N"," "," "," "," "," "," "," ","N",1
2022065605,"N","N","N","Y","1","U","N","Y","Y","00500","N"," "," "," "," "," "," "," ","N",1
2022055648,"N","U","U","N","9","U","U","N","N","01330","N"," "," "," "," "," "," "," ","N",2
2022044376,"N","N","Y","Y","0","N","N","Y","Y","00883","N"," "," "," "," "," "," "," ","N",2
2022019630,"N","Y","U","Y","1","Y","N","Y","Y","00750","N"," "," "," "," "," "," "," ","N",1
2022075743,"N","U","U","U","1","U","Y","U","U","01800","N"," "," "," "," "," "," "," ","N",2
2022075749,"U","U","Y","Y","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2022044015," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022050559," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022070133,"Y","Y","Y","Y","3","Y","Y","Y","N","00013","N"," "," "," "," "," "," "," ","N",1
2022083552,"N","U","N","U","9","U","U","U","U","00300","N"," "," "," "," "," "," "," ","N",1
2022096713," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022025064," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022043878,"N","N","U","U","0","N","N","Y","N","00750","N"," "," "," "," "," "," "," ","N",2
2022047213,"U","N","U","U","9","U","U","Y","Y","00050","N"," "," "," "," "," "," "," ","N",4
2022074599,"Y","N","Y","N","0","N","N","Y","Y","00750","N"," "," "," "," "," "," "," ","N",1
2022043990," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022075067,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",2
2022106270,"N","N","U","Y","0","N","N","Y","Y","01300","N"," "," "," "," "," "," "," ","N",1
2022081242,"N","U","U","U","9","U","U","U","U","00125","N"," "," "," "," "," "," "," ","N",1
2022031060," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022049898,"N","N","Y","Y","1","Y","Y","Y","Y","00900","N"," "," "," "," "," "," "," ","N",1
2022064061,"N","N","U","N","1","U","U","Y","Y","00300","N"," "," "," "," "," "," "," ","N",1
2022065461," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022100803,"N","N","N","N","0","N","N","Y","Y","00390","N"," "," "," "," "," "," "," ","N",2
2022086879," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022087216,"U","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",1
2022121337," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022014717," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022047205,"N","U","U","U","9","U","U","U","U","00750","N"," "," "," "," "," "," "," ","N",1
2022037571," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022050740," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022066910,"N","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2022093418,"U","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022072614," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022084556," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022080486," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022086996,"N","N","U","Y","1","Y","N","Y","Y","01000","N"," "," "," "," "," "," "," ","N",1
2022072923,"Y","Y","Y","Y","0","N","N","Y","N","01584","Y","Y","Y","N","N","0","Y","N","N",1
2022075971,"N","N","U","N","1","U","Y","Y","N","00150","N"," "," "," "," "," "," "," ","N",1
2022096757," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022108073,"N","U","Y","N","0","N","U","U","U","00399","N"," "," "," "," "," "," "," ","N",2
2022119739,"Y","U","U","Y","1","U","Y","Y","Y","00700","N"," "," "," "," "," "," "," ","N",1
2022056819," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022064467,"N","U","U","U","9","U","U","U","U","00050","N"," "," "," "," "," "," "," ","N",1
2022084896,"N","U","N","U","0","N","N","U","U","00224","N"," "," "," "," "," "," "," ","N",1
2022112907,"N","Y","Y","Y","1","Y","Y","Y","Y","99999","N"," "," "," "," "," "," "," ","N",2
2022003977,"N","N","U","Y","1","Y","Y","Y","Y","00998","N"," "," "," "," "," "," "," ","N",2
2022048107,"Y","N","Y","U","9","U","N","N","Y","01200","N"," "," "," "," "," "," "," ","N",1
2022043817,"Y","N","U","U","0","N","N","U","U","00150","N"," "," "," "," "," "," "," ","N",2
2022055573," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022087568," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022062937," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022066912,"N","U","N","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",1
2022115553,"N","Y","N","Y","1","Y","Y","Y","Y","00750","N"," "," "," "," "," "," "," ","N",2
2022044135," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022047166,"N","U","U","U","9","U","U","U","U","09999","N"," "," "," "," "," "," "," ","N",1
2022083130,"N","N","N","U","9","U","U","Y","Y","00600","N"," "," "," "," "," "," "," ","N",2
2022072285," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022112212," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022023699,"U","U","U","U","9","U","U","U","U","00998","N"," "," "," "," "," "," "," ","U",1
2022084684," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022076167," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022072211,"N","N","N","Y","0","N","N","Y","N","00600","N"," "," "," "," "," "," "," ","N",1
2022096756," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022090346,"N","U","U","U","1","U","N","U","U","00100","N"," "," "," "," "," "," "," ","N",1
2022087348,"N","N","N","U","0","N","N","N","N","00390","N"," "," "," "," "," "," "," ","N",1
2022029349,"N","N","N","N","0","N","N","N","N","99999","N"," "," "," "," "," "," "," ","N",2
2022055629,"Y","U","U","U","9","U","U","U","N","01000","Y","U","U","U","U","9","U","U","N",1
2022050591,"N","N","U","Y","1","U","Y","N","N","00600","N"," "," "," "," "," "," "," ","N",1
2022083548," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022110545,"N","N","U","U","1","U","Y","Y","Y","01000","N"," "," "," "," "," "," "," ","N",1
2022090474," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022038281,"N","N","N","Y","1","N","Y","Y","Y","01098","N"," "," "," "," "," "," "," ","N",1
2022080607," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022072250," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022093291,"N","Y","U","U","1","U","U","Y","Y","00049","N"," "," "," "," "," "," "," ","N",2
2023006181," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2022043807," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022050565,"N","N","N","N","9","N","Y","N","N","00125","N"," "," "," "," "," "," "," ","N",1
2022060570," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022076452," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022073914,"N","Y","Y","U","9","N","U","Y","Y","01200","N"," "," "," "," "," "," "," ","N",2
2022112222,"N","U","Y","U","9","U","U","U","U","00688","N"," "," "," "," "," "," "," ","N",2
2022044038," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022047213,"N","N","U","U","9","U","U","U","U","00050","N"," "," "," "," "," "," "," ","N",2
2022056484,"N","N","U","N","0","N","N","N","N","05500","Y","N","N","N","N","0","N","N","N",1
2022086648,"N","U","N","U","9","U","U","U","U","00100","N"," "," "," "," "," "," "," ","N",1
2022010300,"N","Y","U","Y","1","Y","Y","Y","Y","00955","N"," "," "," "," "," "," "," ","N",2
2022029245,"N","Y","U","U","0","N","N","Y","Y","00200","N"," "," "," "," "," "," "," ","N",2
2022060004," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022081977," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022069746," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022098898,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2022095488,"N","Y","N","Y","1","N","Y","Y","Y","01000","N"," "," "," "," "," "," "," ","N",2
2022047230,"N","U","Y","U","9","N","U","Y","N","00600","N"," "," "," "," "," "," "," ","N",1
2022079164,"N","U","U","U","9","U","U","U","U","00150","Y","U","U","U","U","9","U","U","N",1
2022072286,"N","N","N","N","0","N","N","N","N","00425","N"," "," "," "," "," "," "," ","N",1
2022083614,"N","N","N","N","0","N","N","N","N","99999","N"," "," "," "," "," "," "," ","N",4
2022119861,"N","Y","N","Y","1","U","Y","Y","Y","01000","N"," "," "," "," "," "," "," ","N",1
2022046918,"Y","Y","Y","Y","3","Y","Y","Y","Y","00099","N"," "," "," "," "," "," "," ","N",1
2022083549," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022073280,"Y","N","U","Y","1","Y","Y","N","Y","00400","N"," "," "," "," "," "," "," ","N",1
2022065643,"U","N","U","Y","1","U","N","Y","N","00000","N"," "," "," "," "," "," "," ","N",1
2022112264,"N","U","Y","Y","1","U","Y","Y","Y","01157","Y","U","Y","U","Y","1","Y","Y","N",1
2022078521,"N","Y","N","N","2","Y","Y","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2022093137," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022080700,"N","Y","N","Y","1","Y","N","Y","N","00955","N"," "," "," "," "," "," "," ","N",1
2022080262," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022103475,"Y","Y","N","N","0","N","N","Y","N","01300","N"," "," "," "," "," "," "," ","N",1
2022105365,"N","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2022044055,"N","U","Y","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2022087535," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022073813," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2022095577,"N","N","N","N","0","N","N","N","N","00030","N"," "," "," "," "," "," "," ","N",1
