"CRN","AVOID_MAN_CD","BODY_TYPE","COMM_VEH","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","NM_AT_INTERSECTION","NM_CROSSING_TCD","NM_DISTRACTION","NM_IN_CROSSWALK","NM_LIGHTING","NM_POWERED","NM_REFLECT","OWNER_DRIVER","PARTIAL_VIN","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TOW_IND","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","VINA_BODY_TYPE_CD"
"2023065095","","09","N","2","1","","1","01","U","TOYT","2021","","","","","","","","01","5YFEPMAE7MP","1","","1","00","N","E","020","","","2","01","05","01","03","PA","2","01","P"
"2023063417","","15","N","2","1","","1","12","Y","TOYT","2016","","","","","","","","01","2T3BFREV9GW","1","","1","00","Y","S","025","","","1","01","07","01","13","PA","1","06","T4W"
"2023055052","","69","N","1","1","","1","01","Y","TOYT","2020","","","","","","","","01","JTMRWRFV8LD","3","","1","00","N","E","025","","","2","01","03","12","04","PA","2","06","T"
"2023003931","","69","Y","1","1","","2","12","Y","FRHT","2020","","","","","","","","03","3ALACWFCXLD","1","","1","00","N","N","030","","","1","01","03","01","01","TX","1","05","T"
"2023022668","","15","N","3","3","","1","01","U","FORD","2001","","","","","","","","01","1FMYU01121K","1","","1","00","Y","E","999","","","1","01","02","01","06","PA","1","06","T4W"
"2023020021","","09","N","3","1","","1","11","Y","NISS","2017","","","","","","","","01","1N4AL3APXHC","1","","4","00","Y","E","045","","","1","01","05","16","14","PA","0","01","P"
"2023037364","","04","N","3","1","","1","09","Y","TOYT","2008","","","","","","","","01","4T1BK46K68U","1","","1","00","Y","E","030","","","2","01","07","01","01","PA","2","01","P4D"
"2023034964","","09","N","3","1","","1","02","U","HOND","2020","","","","","","","","03","1HGCV1F45LA","1","","1","00","Y","E","025","","","1","01","05","01","01","PA","0","01","P"
"2023035961","","04","N","9","1","","1","99","U","NISS","2013","","","","","","","","01","1N4AL3AP5DN","1","","1","00","N","N","999","","","1","01","99","01","13","PA","1","01","P4D"
"2023042338","","04","N","2","1","","1","05","Y","TOYT","2003","","","","","","","","01","JTDBR32E330","1","","1","00","N","S","005","","","2","01","07","03","03","PA","2","01","P4D"
"2023057761","","04","N","9","1","","1","99","Y","MERC","2007","","","","","","","","01","2MEFM75V67X","1","","1","00","N","N","035","","","1","01","03","01","13","PA","1","01","P4D"
"2023064914","","29","N","9","1","","1","12","Y","OTHR","2022","","","","","","","","01","ME3FSM246NK","1","","3","41","N","E","025","","","1","01","03","17","01","PA","1","02","M"
"2023002043","","","","","","","","","","","","U","01","99","0","U","01","U","","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2023020753","","","","","","","","","","","","Y","04","99","1","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2023020696","","69","N","3","1","","1","04","Y","TOYT","2019","","","","","","","","01","JTEBU5JR9K5","2","","1","00","Y","N","035","","","2","01","03","01","04","PA","2","06","T"
"2023008248","","15","N","3","1","","1","03","U","KIA","2010","","","","","","","","01","KNDJT2A20A7","1","","1","99","Y","N","035","","","1","01","12","01","03","PA","2","06","T4W"
"2023002903","","04","N","3","1","","1","12","Y","TOYT","2013","","","","","","","","01","4T1BF1FK6DU","1","","1","00","Y","S","999","","","1","01","05","10","13","NJ","1","01","P4D"
"2023028639","","04","N","2","2","","1","06","Y","CHEV","2016","","","","","","","","","2G1105SAXG9","0","","1","00","N","","000","","","3","02","05","06","01","PA","2","01","P4D"
"2023038255","","04","N","3","1","","1","11","Y","BMW","2015","","","","","","","","01","WBA3B1C53FK","1","","1","00","Y","S","055","","","2","01","07","01","06","PA","3","01","P4D"
"2023062503","","69","N","1","1","","1","06","Y","TOYT","2020","","","","","","","","01","JTEBU5JR8L5","4","","1","00","N","S","000","","","3","01","03","03","13","PA","2","06","T"
"2023044395","","69","N","2","1","","1","07","Y","TOYT","2020","","","","","","","","01","5TDKZ3DC0LS","2","","1","46","N","W","040","","","2","01","08","01","01","PA","2","07","T"
"2023052390","","04","N","9","2","","1","07","U","HYUN","2013","","","","","","","","","5NPDH4AE7DH","0","","1","00","N","N","000","","","2","02","05","06","11","PA","2","01","P4D"
"2023005369","","04","N","3","1","","1","07","Y","NISS","2012","","","","","","","","02","1N4AL2AP2CC","1","","1","00","Y","S","050","","","1","01","12","01","03","PA","1","01","P4D"
"2023012106","","04","N","3","1","","1","12","Y","CHEV","2011","","","","","","","","02","1G1ZC5EU4BF","1","","1","00","Y","N","015","","","2","01","03","01","01","PA","2","01","P4D"
"2023029706","","15","N","2","1","","1","12","U","FORD","2005","","","","","","","","01","1FMYU93105K","1","","1","00","Y","W","020","","","1","01","12","01","98","PA","0","06","T4W"
"2023023788","","","","","","","","","","","","Y","04","99","1","U","01","U","","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2023030725","","15","N","3","1","","1","10","Y","CHEV","2016","","","","","","","","02","2GNALCEK9G6","1","","1","00","Y","E","035","","","2","01","01","01","01","PA","2","06","T4W"
"2023043342","","04","N","9","1","","1","05","Y","CHEV","2016","","","","","","","","02","1G1ZE5ST8GF","2","","1","00","N","N","025","","","2","01","05","01","01","PA","2","01","P4D"
"2023048135","","02","N","3","1","","9","10","U","HOND","2005","","","","","","","","01","1HGEM22635L","2","","1","00","Y","W","999","","","2","01","01","10","02","PA","2","01","PCP"
"2023051350","","69","Y","1","1","","1","03","Y","FRHT","2023","","","","","","","","02","3AKJHHDR6PS","1","","1","21","N","N","045","1","","1","01","01","08","06","IN","1","05","T"
"2023058789","","15","N","2","1","","1","12","U","CADI","2005","","","","","","","","01","1GYEE63A850","1","","1","00","N","W","035","","","1","01","01","01","01","PA","1","06","T4W"
"2023019756","","04","N","3","1","","1","01","Y","FORD","2014","","","","","","","","01","1FADP3F26EL","1","","1","00","Y","W","070","","","1","01","01","15","03","PA","1","01","P4D"
"2023015466","","41","N","0","1","","1","03","Y","FORD","2016","","","","","","","","02","1FTYR2CG1GK","1","","1","49","N","N","002","","","1","01","03","02","13","PA","1","07","TCG"
"2023019513","","09","N","2","1","","1","06","Y","SUBA","2019","","","","","","","","01","4S3GTAD67K3","1","","1","00","Y","N","005","","","2","01","03","03","01","PA","2","01","P"
"2023030835","","09","N","3","1","","1","12","Y","HOND","2018","","","","","","","","01","1HGCV1F31JA","1","","1","00","Y","S","045","","","1","01","05","15","03","PA","1","01","P"
"2023041724","","69","N","9","1","","1","12","Y","HYUN","2021","","","","","","","","99","KM8J3CA43MU","1","","1","00","N","W","035","","","1","01","12","01","01","PA","1","06","T"
"2023042914","","15","N","2","1","","1","12","Y","CHEV","2012","","","","","","","","01","1GNKVFED3CJ","1","","1","00","N","N","025","","","1","01","01","01","14","PA","1","06","T4W"
"2023040974","","69","N","2","1","","1","12","Y","INFI","2020","","","","","","","","01","5N1DL0MM6LC","1","","1","00","N","W","030","","","2","01","07","01","01","PA","1","06","T"
"2023042915","","69","N","3","1","","1","12","Y","TOYT","2020","","","","","","","","01","5TDFZRBH6LS","1","","1","00","Y","E","030","","","1","01","12","01","01","PA","1","06","T"
"2023086981","","69","Y","2","1","","1","12","Y","FRHT","2018","","","","","","","","02","3ALACWFC2JD","1","","1","00","N","E","020","","","1","01","03","01","01","IN","1","05","T"
"2023017834","","40","Y","9","1","","2","10","Y","FORD","2014","","","","","","","","02","1FMNE1BW1ED","1","","3","02","Y","W","030","","","2","01","03","17","01","PA","2","07","TSV"
"2023030726","4","69","Y","3","1","0","1","12","Y","FRHT","2018","","","","","","","","03","3ALACWFCXJD","1","12","4","99","Y","S","035","","0","2","01","06","16","01","IN","2","05","T"
"2023018667","","69","N","2","1","","1","12","Y","NISS","2020","","","","","","","","02","5N1AZ2DS7LN","1","","1","00","N","S","010","","","1","01","12","01","01","PA","1","06","T"
"2023007705","","15","N","2","1","","5","12","Y","SUBA","2009","","","","","","","","01","JF2SH63669H","1","","1","00","N","W","025","","","1","01","07","01","01","PA","1","06","T4W"
"2023007422","","04","N","3","1","","4","10","Y","FORD","2009","","","","","","","","01","1FAHP25W99G","1","","1","00","Y","N","025","","","2","01","02","01","01","PA","2","01","P4D"
"2023028086","","15","N","3","1","","1","12","Y","BUIC","2008","","","","","","","","01","5GAEV23748J","1","","1","00","Y","N","040","","","1","01","12","01","01","NY","1","06","T4W"
"2023046841","","04","N","9","1","","9","99","U","LEXS","2013","","","","","","","","01","JTHCF5C27D5","1","","1","00","N","W","020","","","1","01","03","01","13","PA","1","01","P4D"
"2023042921","","","N","","","","","","","","","U","01","99","0","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2023047540","","04","N","1","2","","1","07","Y","ACUR","2004","","","","","","","","","JH4CL96814C","2","","1","00","N","","000","","","3","02","05","06","13","PA","2","01","P4D"
"2023080773","","09","N","9","1","","9","99","Y","KIA","2020","","","","","","","","01","5XXGT4L3XLG","1","","1","00","N","N","999","","","2","01","07","01","99","PA","2","01","P"
"2023016740","","04","N","3","1","","1","12","Y","TOYT","2008","","","","","","","","02","4T1BK46K18U","1","","1","00","Y","S","060","","","1","01","07","15","01","NJ","1","01","P4D"
"2023023191","","09","N","2","1","","1","07","U","TESL","2022","","","","","","","","03","5YJ3E1EAXNF","1","","1","00","N","N","999","","","2","01","01","12","03","PA","2","01","P"
"2023006903","","09","N","9","4","","1","99","U","UNKN","","","","","","","","","99","","1","","1","00","N","U","025","","","1","05","05","01","99","ZZ","1","01",""
"2023035819","","69","N","9","2","","1","12","Y","KIA","2018","","","","","","","","","5XYPGDA50JG","0","","1","00","N","","000","","","3","02","03","06","01","PA","2","06","T"
"2023017497","","04","N","3","1","","1","12","Y","BMW","2014","","","","","","","","01","WBA3C3G58EN","1","","3","00","Y","E","065","","","1","01","05","17","03","PA","1","01","P4D"
"2023042001","","05","N","1","2","","1","06","Y","FORD","2016","","","","","","","","","1FADP3K21GL","0","","1","99","N","","000","","","3","02","03","06","13","PA","2","01","P4H"
"2023040636","","15","N","2","1","","1","02","U","NISS","2010","","","","","","","","02","5N1AA0NC3AN","1","","1","00","N","S","032","","","1","01","03","18","09","PA","1","06","T4W"
"2023070312","","15","N","1","2","","1","06","Y","DODG","2007","","","","","","","","","1D8GT28K37W","0","","1","00","N","","000","","","4","02","07","06","01","PA","2","06","T4W"
"2023067620","","02","N","9","4","","1","01","Y","DODG","2015","","","","","","","","98","2C3CDZFJ4FH","1","","1","00","N","W","035","","","1","05","04","04","07","NJ","1","01","PCP"
"2023011185","","","N","9","4","","1","12","N","UNKN","","","","","","","","","99","","0","","1","00","N","E","999","","","1","05","99","01","13","","1","99",""
"2023021711","","05","N","3","1","","1","02","Y","HOND","2010","","","","","","","","02","JHMZE2H76AS","1","","1","00","Y","E","099","","","2","01","05","12","04","PA","2","01","P4H"
"2023023438","","15","N","3","1","","1","10","Y","SUBA","2016","","","","","","","","01","JF2GPABC7G8","1","","1","00","Y","N","060","","","3","01","07","01","06","PA","3","06","T4W"
"2023041107","","04","N","2","2","","1","02","Y","BUIC","1992","","","","","","","","","1G4BN5370NR","0","","1","00","N","N","000","","","2","02","12","06","12","PA","2","01","P4D"
"2023024016","","40","N","9","1","","1","12","Y","CHRY","2013","","","","","","","","01","2C4RC1BG9DR","1","","1","46","N","W","020","","","1","01","12","01","01","PA","1","07","TSV"
"2023039577","","69","N","2","1","","1","02","Y","JEEP","2020","","","","","","","","01","3C4NJDCB7LT","1","","1","00","Y","N","025","","","1","01","12","12","05","PA","1","06","T"
"2023048995","","","N","","","","","","","","","Y","04","99","1","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2023048942","","15","N","1","1","","1","11","N","JEEP","2007","","","","","","","","01","1J8GR48K87C","6","","1","00","N","W","999","","","1","01","05","01","13","PA","1","06","T4W"
"2023067764","","04","N","2","1","","1","08","U","FORD","2015","","","","","","","","01","3FA6P0H74FR","1","","1","00","N","S","000","","","2","01","05","03","01","PA","3","01","P4D"
"2023047312","","04","N","2","2","","1","06","U","HOND","2006","","","","","","","","","1HGFA16856L","0","","1","00","N","","000","","","5","02","03","06","13","PA","2","01","P4D"
"2023003878","","04","N","3","1","","1","06","Y","HOND","2012","","","","","","","","02","1HGCP2F80CA","1","","1","00","Y","N","055","","","2","01","12","01","03","PA","3","01","P4D"
"2023012740","","15","N","3","1","","1","06","Y","SUBA","2017","","","","","","","","01","JF2SJAEC7HH","1","","1","00","Y","N","001","","","2","01","12","03","06","PA","2","06","T4W"
"2023045184","","69","Y","2","1","","1","05","Y","MACK","2018","","","","","","","","05","1M2AX09C0JM","1","","1","00","N","E","000","","","2","01","06","03","03","PA","2","05","T"
"2023011189","","04","N","2","2","","1","06","Y","TOYT","2007","","","","","","","","","4T1BE46K37U","1","","1","00","N","","000","","","3","02","01","06","01","PA","2","01","P4D"
"2023038850","","","","","","","","","","","","U","01","99","0","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2023026188","","69","N","2","2","","3","06","U","CHEV","2018","","","","","","","","","3GNAXJEV8JL","0","","1","00","N","","000","","","4","02","08","06","01","PA","2","06","T"
"2023042072","","69","N","2","1","","1","06","Y","NISS","2020","","","","","","","","01","KNMAT2MTXLP","1","","1","00","Y","S","055","","","2","01","07","01","01","PA","3","06","T"
"2023052266","","69","N","0","1","","1","06","Y","MERZ","2023","","","","","","","","02","W1N0J8EB9PG","2","","1","00","N","W","030","","","2","01","03","01","03","NJ","2","06","T"
"2023044105","","04","N","9","1","","1","12","Y","CHEV","2015","","","","","","","","99","1G11C5SL4FF","2","","1","00","N","W","015","","","2","01","03","10","13","PA","2","01","P4D"
"2023118221","","09","N","3","1","","9","04","Y","FORD","2017","","","","","","","","02","1FADP3F22HL","2","","1","00","Y","W","030","","","1","01","12","10","01","PA","1","01","P"
"2023109394","","04","N","3","1","","1","12","Y","DODG","2006","","","","","","","","01","2B3KA43G16H","1","","1","00","Y","N","040","","","1","01","01","01","01","PA","1","01","P4D"
"2023078689","","04","N","3","1","","1","12","U","HOND","2016","","","","","","","","01","2HGFC1F30GH","1","","4","99","Y","S","025","","","1","01","07","99","99","PA","1","01","P4D"
"2024011880","","","N","9","4","","1","99","U","UNKN","","","","","","","","","","","1","","1","99","N","N","999","","","2","05","99","01","13","","1","99",""
"2023073503","","04","N","3","1","","1","12","Y","NISS","2014","","","","","","","","01","1N4AL3AP5EC","1","","1","00","Y","N","025","","","1","01","05","01","03","PA","3","01","P4D"
"2023118546","","69","N","3","1","","3","02","Y","MITS","2022","","","","","","","","01","JA4APUAU4NU","1","","1","00","Y","E","035","","","1","01","07","01","01","PA","1","06","T"
"2023095425","","69","N","3","1","","1","11","Y","MAZD","2022","","","","","","","","01","JM3KFBCM1N0","1","","1","00","Y","N","055","","","1","01","03","01","03","MD","1","06","T"
"2023086479","","69","N","2","1","","1","11","Y","JEEP","2023","","","","","","","","03","1C4HJXEG5PW","1","","1","00","N","E","030","","","1","01","03","12","04","BC","1","06","T"
"2023047092","","29","N","0","","","1","00","","UNKN","","","","","","","","","99","","0","","1","41","N","E","","","","1","51","99","15","06","ZZ","0","02",""
"2023067769","","15","N","0","1","","1","01","U","VOLK","2016","","","","","","","","01","WVGBV7AX7GW","1","","1","00","N","W","003","","","1","01","12","10","01","PA","1","06","T4W"
"2023094862","","04","N","2","1","","1","02","Y","LEXS","2000","","","","","","","","01","JT8BF28G8Y5","1","","1","00","N","N","025","","","3","01","08","01","01","PA","2","01","P4D"
"2023090242","","15","N","2","1","","1","06","Y","INFI","2016","","","","","","","","01","5N1AL0MM1GC","1","","1","00","N","N","000","","","2","01","12","03","06","CT","2","06","T4W"
"2023037094","","09","N","2","1","","1","06","Y","CHEV","2023","","","","","","","","08","1G1FW6S02P4","1","","1","00","N","E","005","","","2","01","03","01","01","PA","2","01","P"
"2023045235","","69","N","3","1","","1","12","N","KIA","2019","","","","","","","","02","5XYPGDA55KG","1","","1","00","Y","W","050","","","1","01","02","01","01","PA","1","06","T"
"2023036608","","09","N","1","1","","1","03","Y","HYUN","2018","","","","","","","","01","5NPE24AFXJH","2","","1","00","N","S","025","","","2","01","03","01","01","PA","3","01","P"
"2023073167","","69","N","3","1","","1","11","Y","LEXS","2023","","","","","","","","01","2T2BCMEA9PC","1","","1","00","Y","W","999","","","1","01","05","15","06","PA","1","06","T"
"2023055510","","69","N","1","2","","1","07","U","JAGU","2018","","","","","","","","","SADCL2EV0JA","0","","1","00","N","","000","","","2","02","05","06","01","PA","2","06","T"
"2023075200","","04","N","3","3","","1","99","U","NISS","2008","","","","","","","","99","1N4AL21E28N","1","","3","99","Y","S","045","","","1","01","05","99","99","PA","0","01","P4D"
"2023005575","","04","N","3","1","","1","06","Y","CHEV","2010","","","","","","","","01","1G1ZB5EB5AF","1","","1","00","Y","S","999","","","2","01","07","01","01","PA","2","01","P4D"
"2023002881","","69","N","3","1","","1","11","Y","JEEP","2018","","","","","","","","01","3C4NJDBB8JT","1","","1","00","Y","E","020","","","1","01","05","01","01","PA","1","06","T"
"2023009583","","15","N","2","1","","1","02","Y","NISS","2015","","","","","","","","98","5N1AZ2MH2FN","1","","1","00","N","E","006","","","1","01","07","01","13","PA","1","06","T4W"
"2023005849","","04","N","1","1","","1","06","Y","DODG","2013","","","","","","","","01","1C3CDZAG1DN","1","","1","00","N","N","040","","","3","01","02","01","06","PA","2","01","P4D"
"2023032536","","04","N","9","4","","1","02","Y","FORD","2015","","","","","","","","99","1FAHP2H87FG","1","","1","00","N","N","045","","","1","05","05","15","06","PA","1","01","P4D"
"2023018425","","15","N","1","1","","1","12","Y","LINC","2016","","","","","","","","01","2LMPJ8KR0GB","1","","1","00","N","N","008","","","1","01","05","10","02","PA","1","06","T4W"
"2023020219","","","N","","","","","","","","","Y","01","99","1","U","01","U","00","","1","","","","","","","","","2","30","","99","99","","2","31",""
"2023065095","","04","N","3","1","","1","11","Y","TOYT","2006","","","","","","","","02","4T1BE30K26U","1","","1","00","Y","E","020","","","1","01","08","13","01","PA","1","01","P4D"
"2023067935","","05","N","3","1","","1","05","Y","TOYT","2010","","","","","","","","01","JTDKN3DU4A1","1","","1","00","Y","N","050","","","2","01","07","01","06","VA","2","01","P4H"
"2023066571","","15","N","1","1","","1","12","Y","DODG","2017","","","","","","","","02","3C4PDDGG3HT","1","","1","00","Y","N","025","","","2","01","05","01","03","NJ","2","06","T4W"
"2023004555","","15","N","3","1","","1","02","Y","JEEP","2014","","","","","","","","01","1C4NJRFBXED","1","","1","00","Y","W","030","","","2","01","05","01","08","PA","2","06","T4W"
"2023006916","","04","N","3","2","","1","09","U","DODG","2016","","","","","","","","","1C3CDFBBXGD","0","","1","00","Y","","000","","","4","02","07","06","01","PA","2","01","P4D"
"2023022275","","09","N","3","1","","1","10","U","DODG","2019","","","","","","","","02","2C3CDXGJ5KH","2","","3","00","Y","N","050","","","1","01","03","17","01","PA","1","01","P"
"2023037364","","09","N","3","1","","1","12","Y","TESL","2023","","","","","","","","03","5YJ3E1EA0PF","1","","1","99","Y","W","030","","","1","01","05","12","04","TN","1","01","P"
"2023044545","","69","N","3","1","","1","01","Y","DODG","2018","","","","","","","","01","2C4RDGCGXJR","3","","1","46","Y","E","030","","","1","01","03","01","01","PA","1","07","T"
"2023035961","","41","N","9","1","","1","99","U","FORD","2013","","","","","","","","02","1FTNE2EW1DD","1","","1","49","N","E","999","","","2","01","99","01","13","PA","2","07","TCG"
"2023040499","","15","N","2","2","","1","09","Y","JEEP","2017","","","","","","","","","1C4HJWDG4HL","0","","1","00","N","","000","","","2","02","12","06","01","PA","2","06","T4W"
"2023083039","","69","N","0","1","","1","06","Y","NISS","2017","","","","","","","","01","5N1AT2MV7HC","1","","1","00","N","E","055","","","2","01","03","01","06","PA","2","06","T"
"2023083062","","15","N","3","1","","1","12","Y","JEEP","2008","","","","","","","","02","1J8GN28K78W","1","","1","00","Y","W","035","","","1","01","05","01","01","PA","1","06","T4W"
"2023020490","","04","N","3","1","","1","05","Y","PONT","2007","","","","","","","","02","1G2ZG58N474","1","","4","00","Y","S","085","","","1","01","02","15","06","PA","1","01","P4D"
"2023023504","","15","N","2","1","","1","12","Y","CADI","2015","","","","","","","","01","3GYFNAE36FS","1","","1","00","N","W","010","","","2","01","05","99","01","PA","1","06","T4W"
"2023016305","","04","N","3","3","","1","12","U","BUIC","2015","","","","","","","","99","1G4GB5G32FF","1","","1","00","Y","S","030","","","1","01","08","01","01","PA","1","01","P4D"
"2023011542","","04","N","1","1","","1","03","Y","HOND","2005","","","","","","","","01","1HGCM66525A","1","","1","00","N","S","999","","","1","01","05","01","01","PA","1","01","P4D"
"2023023051","","09","N","3","1","","1","06","Y","TOYT","2019","","","","","","","","01","2T1BURHE4KC","2","","1","00","Y","N","000","","","3","01","12","03","01","PA","3","01","P"
"2023037091","0","09","N","0","4","0","1","01","U","","","","","","","","","","99","","1","01","1","00","N","N","030","","0","3","05","99","01","01","ZZ","1","01",""
"2023038255","","","N","2","4","","1","07","U","UNKN","","","","","","","","","99","","1","","1","00","N","S","060","","","1","05","99","15","03","ZZ","1","99",""
"2023069722","","15","N","3","1","","1","08","Y","KIA","2010","","","","","","","","01","KNDJT2A23A7","1","","1","00","Y","W","000","","","2","01","04","03","01","PA","2","06","T4W"
"2023044395","","04","N","3","1","","1","04","U","MERC","2004","","","","","","","","01","2MEHM75W84X","1","","1","00","Y","W","050","","","1","01","05","01","03","PA","1","01","P4D"
"2023011440","","04","N","1","1","","1","03","Y","TOYT","2007","","","","","","","","01","4T1BE46KX7U","1","","1","00","N","S","020","","","1","01","08","10","03","PA","1","01","P4D"
"2023005430","","15","N","2","2","","1","10","U","HOND","2006","","","","","","","","","2HKYF18686H","0","","1","00","N","","000","","","3","02","03","06","13","PA","2","06","T4W"
"2023012106","","04","N","3","1","","1","03","Y","TOYT","2013","","","","","","","","01","JTDBU4EE7DJ","1","","1","00","Y","E","030","","","1","01","07","02","01","PA","1","01","P4D"
"2023024555","","04","N","9","1","","1","99","U","NISS","2014","","","","","","","","01","1N4AL3AP6EC","1","","1","00","N","S","035","","","2","01","02","01","99","PA","2","01","P4D"
"2023005378","","04","N","3","1","","1","12","Y","NISS","2009","","","","","","","","01","1N4AL21E79N","1","","1","00","Y","N","040","","","1","01","12","01","06","NJ","1","01","P4D"
"2023025715","","04","N","2","1","","1","06","U","CHEV","2016","","","","","","","","98","1G1ZE5ST1GF","2","","1","00","N","E","025","","","2","01","05","01","01","PA","2","01","P4D"
"2023043342","","04","N","9","1","","1","01","Y","DODG","2014","","","","","","","","01","2C3CDXHG4EH","1","","1","00","N","W","025","","","1","01","99","10","01","PA","1","01","P4D"
"2023048135","","69","N","9","1","","9","02","U","JEEP","2012","","","","","","","","99","1C4RJFBT4CC","3","","1","00","Y","U","999","","","1","01","03","99","99","PA","1","06","T"
"2023035380","","09","N","9","4","","2","12","U","UNKN","","","","","","","","","99","","1","","1","00","N","S","999","","","1","05","07","01","13","ZZ","1","01",""
"2023058789","","29","N","3","1","","1","03","U","UNKN","9999","","","","","","","","01","99999999999","1","","1","42","Y","N","035","","","2","01","05","01","03","VA","3","02",""
"2023018884","","04","N","3","1","","1","02","Y","DODG","2016","","","","","","","","01","2C3CDXHG3GH","1","","1","00","Y","S","060","","","1","01","05","19","01","PA","1","01","P4D"
"2023018106","","69","N","2","2","","1","11","U","JEEP","2018","","","","","","","","","1C4PJMDB5JD","0","","1","00","N","","000","","","2","02","05","06","13","PA","2","06","T"
"2023011446","","15","N","2","2","","1","06","Y","NISS","2010","","","","","","","","","JN8AZ1MW2AW","0","","1","00","N","","000","","","4","02","12","06","01","PA","2","06","T4W"
"2023039802","","51","N","2","1","","1","06","Y","RAM","2017","","","","","","","","01","1C6RR7FG0HS","1","","1","00","N","W","030","","","1","01","01","01","01","PA","1","04","TCW"
"2023041724","","15","N","3","1","","1","03","Y","JEEP","2014","","","","","","","","98","1C4RJFBG2EC","1","","1","00","Y","N","035","","","2","01","12","01","01","PA","2","06","T4W"
"2023032119","","04","N","9","1","","1","99","Y","HOND","2014","","","","","","","","01","1HGCR2F52EA","2","","1","00","N","E","010","","","2","01","99","12","01","PA","2","01","P4D"
"2023040974","","02","N","3","1","","1","03","Y","FORD","2001","","","","","","","","01","1FAFP40421F","1","","1","00","Y","E","020","","","1","01","02","12","04","PA","2","01","PCP"
