"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
2023031867,"N","Y","N","N","0","N","N","Y","N","99999","N"," "," "," "," "," "," "," ","N",1
2023070304,"N","N","N","U","0","N","N","U","U","00750","N"," "," "," "," "," "," "," ","N",1
2023085155,"Y","Y","Y","Y","0","N","N","Y","N","01340","N"," "," "," "," "," "," "," ","N",2
2023009396,"N","U","U","U","9","U","U","U","U","00180","N"," "," "," "," "," "," "," ","N",2
2023058777,"N","N","N","U","9","U","U","N","N","01500","N"," "," "," "," "," "," "," ","N",1
2023070116,"N","U","N","U","1","N","Y","U","U","00749","N"," "," "," "," "," "," "," ","N",1
2023100429,"N","Y","N","Y","1","Y","Y","Y","Y","01000","N"," "," "," "," "," "," "," ","N",1
2023093135,"U","N","N","N","0","N","N","Y","Y","99999","N"," "," "," "," "," "," "," ","U",1
2023080498,"N","N","N","N","0","N","N","N","N","00200","N"," "," "," "," "," "," "," ","N",2
2023023054," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023061368," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023030833,"N","Y","Y","Y","1","U","Y","Y","Y","00700","N"," "," "," "," "," "," "," ","N",2
2023038852,"N","U","N","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023046651,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023066781,"Y","N","U","U","9","U","Y","Y","N","01200","N"," "," "," "," "," "," "," ","N",2
2023088696,"Y","Y","Y","N","0","N","N","Y","Y","01584","N"," "," "," "," "," "," "," ","N",1
2023053063,"U","Y","Y","Y","1","U","Y","Y","Y","00988","N"," "," "," "," "," "," "," ","N",2
2023071615,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023040973," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023072700," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023108960,"Y","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023078277," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023078278,"N","U","Y","U","9","U","U","Y","Y","00599","N"," "," "," "," "," "," "," ","N",2
2023071893," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2024003189," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023005485," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023056416," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023082031,"N","N","N","Y","1","Y","U","Y","Y","01100","N"," "," "," "," "," "," "," ","N",2
2023075414," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023087648,"N","N","N","N","0","N","N","Y","N","00250","N"," "," "," "," "," "," "," ","N",1
2023089020," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023096651," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2024002395,"N","Y","U","Y","3","U","Y","Y","Y","01690","N"," "," "," "," "," "," "," ","N",3
2023003130,"N","N","N","N","1","U","Y","N","N","00249","N"," "," "," "," "," "," "," ","N",2
2023018669,"N","U","N","U","9","U","U","U","U","00125","N"," "," "," "," "," "," "," ","N",1
2023053741,"N","N","N","N","1","Y","N","Y","N","00600","N"," "," "," "," "," "," "," ","N",2
2023062179,"N","N","U","N","0","N","N","Y","U","01200","N"," "," "," "," "," "," "," ","N",2
2023044857," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023074838,"Y","Y","Y","Y","1","Y","Y","Y","Y","01250","N"," "," "," "," "," "," "," ","N",2
2023099608," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023023607," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023040180,"N","U","Y","U","9","U","U","Y","Y","00600","N"," "," "," "," "," "," "," ","N",2
2023041109," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023064648," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023114627,"U","U","U","U","9","U","U","U","U","01000","U"," "," "," "," "," "," "," ","N",1
2023000786," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023032956,"N","U","U","Y","0","N","N","Y","N","01000","N"," "," "," "," "," "," "," ","N",2
2023043775,"N","Y","U","Y","1","U","Y","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2023022930," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023049194,"N","N","U","N","0","N","N","Y","N","00900","N"," "," "," "," "," "," "," ","N",2
2023055508," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023086051," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023057140,"N","N","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023042108,"N","U","N","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",1
2023031108,"U","Y","Y","N","9","U","U","Y","Y","99999","N"," "," "," "," "," "," "," ","N",2
2023082634,"N","U","U","U","9","U","U","U","U","00650","U"," "," "," "," "," "," "," ","N",1
2023062865,"N","N","N","N","0","N","N","N","N","00035","N"," "," "," "," "," "," "," ","N",1
2023079387,"Y","Y","Y","Y","1","U","Y","Y","Y","01352","N"," "," "," "," "," "," "," ","N",1
2023061367,"N","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023050809,"N","U","U","Y","1","N","N","Y","Y","00154","Y","U","U","N","N","1","Y","Y","N",1
2023066486,"U","N","U","N","0","N","N","N","N","01700","N"," "," "," "," "," "," "," ","U",3
2023078294,"N","Y","Y","U","9","U","Y","Y","Y","01923","Y","Y","U","U","U","9","Y","Y","N",2
2023047092,"N","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023072237,"N","N","Y","Y","1","U","Y","Y","N","00500","N"," "," "," "," "," "," "," ","N",2
2023069119,"U","N","N","U","1","U","N","Y","N","00599","N"," "," "," "," "," "," "," ","N",1
2023077274,"N","N","N","N","3","U","Y","Y","Y","00125","N"," "," "," "," "," "," "," ","N",2
2023064915,"N","U","U","U","0","N","N","U","U","00200","N"," "," "," "," "," "," "," ","N",1
2023087608,"Y","Y","N","N","3","N","Y","Y","Y","00400","N"," "," "," "," "," "," "," ","N",1
2023073440,"N","N","N","N","0","N","N","N","N","00061","N"," "," "," "," "," "," "," ","N",1
2023095781," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023108961,"Y","U","N","U","9","U","U","Y","Y","00050","N"," "," "," "," "," "," "," ","N",1
2023108600," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023035219," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023031267," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023047777," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023072691,"N","N","N","N","0","N","N","N","N","00500","N"," "," "," "," "," "," "," ","N",1
2023058789,"N","N","N","N","0","N","N","U","N","00150","N"," "," "," "," "," "," "," ","N",2
2023087499," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023085152,"Y","N","Y","N","0","N","N","N","N","99999","N"," "," "," "," "," "," "," ","N",2
2023098840,"N","U","N","U","9","U","U","U","U","00400","N"," "," "," "," "," "," "," ","N",2
2023003131,"N","N","N","N","0","N","N","Y","Y","00599","N"," "," "," "," "," "," "," ","N",1
2023023501,"N","U","N","U","1","U","U","U","U","00296","N"," "," "," "," "," "," "," ","N",1
2023007081," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023091374,"N","U","N","U","0","N","N","Y","U","00230","N"," "," "," "," "," "," "," ","N",1
2023028547," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023051187,"U","U","N","U","9","N","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023048928," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023062181," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023071129,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023073307,"Y","N","Y","Y","0","N","N","Y","Y","99999","N"," "," "," "," "," "," "," ","N",1
2023058781,"N","Y","N","N","0","N","N","Y","Y","00500","N"," "," "," "," "," "," "," ","N",1
2023094389,"N","Y","N","Y","1","U","Y","Y","Y","00948","N"," "," "," "," "," "," "," ","N",1
2023070431,"N","N","N","N","1","U","N","N","N","00050","N"," "," "," "," "," "," "," ","N",1
2023102927,"N","U","Y","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023089018,"N","N","U","N","0","U","U","N","N","01442","N"," "," "," "," "," "," "," ","N",1
2023091041,"N","N","N","Y","1","U","Y","Y","Y","00250","N"," "," "," "," "," "," "," ","N",1
2023037000," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023049447," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023066784,"N","U","U","U","9","U","U","U","U","01100","N"," "," "," "," "," "," "," ","N",2
2023065097," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023078186,"N","U","U","U","1","U","Y","Y","N","01000","N"," "," "," "," "," "," "," ","N",2
2023051915,"N","N","Y","U","9","U","U","N","N","01000","N"," "," "," "," "," "," "," ","N",2
2023076382,"N","U","N","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023078565,"N","U","U","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",2
2023031653," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023005143," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023038674,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023065830,"N","N","U","N","0","N","N","Y","N","00125","N"," "," "," "," "," "," "," ","N",1
2023083609," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023069042," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023078571,"N","N","N","N","0","N","N","N","N","00550","Y","N","N","N","N","0","N","N","N",2
2023097091,"N","N","N","N","0","N","N","Y","Y","00168","Y","N","N","N","N","0","Y","Y","N",1
2023034410,"N","N","N","Y","1","Y","Y","N","N","00600","N"," "," "," "," "," "," "," ","N",3
2023065288," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023075239," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2024000226,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023023194,"N","N","N","Y","1","N","Y","Y","Y","01000","N"," "," "," "," "," "," "," ","N",1
2023071115,"N","N","N","N","0","N","N","U","U","00150","Y","N","N","N","N","0","U","U","N",1
2023066868,"N","U","U","U","9","U","U","U","U","00250","N"," "," "," "," "," "," "," ","N",2
2023072910,"U","U","N","U","0","N","N","U","U","01330","N"," "," "," "," "," "," "," ","N",1
2023093139,"N","U","Y","Y","1","U","N","U","U","01100","N"," "," "," "," "," "," "," ","N",1
2023014493," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023060624,"U","U","N","Y","1","U","Y","Y","Y","00689","N"," "," "," "," "," "," "," ","N",2
2023035937,"U","U","U","U","9","U","U","U","U","00500","U"," "," "," "," "," "," "," ","N",1
2023068837,"N","N","U","U","0","N","N","N","N","00899","N"," "," "," "," "," "," "," ","N",2
2023057764,"N","U","N","U","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023050519,"N","N","N","N","1","N","Y","Y","N","00636","N"," "," "," "," "," "," "," ","N",2
2023106986," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023031875,"N","N","N","N","0","N","N","Y","Y","00050","N"," "," "," "," "," "," "," ","N",1
2023041112," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023061941,"N","U","U","U","9","U","U","Y","U","00650","N"," "," "," "," "," "," "," ","N",1
2023065450," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023102396," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023071139,"N","N","U","N","0","N","N","N","N","00900","N"," "," "," "," "," "," "," ","N",2
2023074574,"N","U","N","U","9","U","U","U","N","00600","N"," "," "," "," "," "," "," ","N",2
2023093140," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023003664," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023011444," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023034672,"N","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023041639," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023042112,"Y","U","U","U","9","U","U","Y","U","00500","N"," "," "," "," "," "," "," ","N",1
2023044021,"N","N","N","Y","1","Y","Y","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2023098636,"N","U","Y","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023023618,"N","Y","N","N","0","N","N","Y","N","00300","N"," "," "," "," "," "," "," ","N",2
2023032588,"N","N","N","N","0","N","N","N","N","99999","N"," "," "," "," "," "," "," ","N",1
2023034293," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023042113," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023076954," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023071505,"Y","N","Y","Y","3","Y","Y","N","N","00650","N"," "," "," "," "," "," "," ","N",2
2023083482,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023033101," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023052383," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023068842," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023009405,"U","U","N","Y","1","U","U","Y","Y","99999","N"," "," "," "," "," "," "," ","N",1
2023015962," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023104592,"U","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",2
2023096106," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023078183," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023088726,"Y","U","Y","Y","0","N","N","Y","U","01206","N"," "," "," "," "," "," "," ","N",2
2023039103,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023031742,"Y","Y","U","Y","2","U","Y","Y","Y","01500","N"," "," "," "," "," "," "," ","N",2
2023039870,"U","U","Y","U","3","U","Y","Y","Y","01450","N"," "," "," "," "," "," "," ","N",2
2023070434," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023085314,"Y","Y","N","N","1","N","Y","Y","Y","00900","N"," "," "," "," "," "," "," ","N",1
2023011781," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023048008," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023078957,"N","N","N","Y","1","N","Y","Y","N","00900","N"," "," "," "," "," "," "," ","N",1
2023024548," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023079737,"N","N","N","Y","0","N","N","Y","N","00998","N"," "," "," "," "," "," "," ","N",1
2023068639,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023090713,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023079310,"N","N","N","Y","1","U","Y","Y","N","00749","N"," "," "," "," "," "," "," ","N",1
2023108730," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023061297,"Y","Y","Y","Y","1","Y","N","Y","N","01800","Y","Y","Y","Y","Y","1","Y","N","Y",2
2023039870,"Y","U","Y","U","3","U","N","Y","Y","01584","N"," "," "," "," "," "," "," ","N",1
2023057763," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023057678," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023032224,"N","N","N","N","0","N","N","Y","Y","00150","N"," "," "," "," "," "," "," ","N",2
2023011039," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023061543,"U","U","N","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023116244," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023034099," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023053231,"N","N","N","N","0","N","N","N","N","00200","N"," "," "," "," "," "," "," ","N",2
2023064646,"N","N","U","Y","1","Y","N","N","N","01000","N"," "," "," "," "," "," "," ","N",1
2023074450," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023044704," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023051750," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023110740,"Y","Y","Y","Y","1","Y","Y","Y","Y","00650","N"," "," "," "," "," "," "," ","N",2
2023033108,"N","U","U","U","9","U","U","U","U","00125","N"," "," "," "," "," "," "," ","N",1
2023080770,"N","U","N","N","0","N","N","U","U","00196","N"," "," "," "," "," "," "," ","N",2
2023070425,"N","U","N","Y","1","Y","Y","Y","Y","01000","Y","N","Y","U","U","9","Y","N","N",2
2023025561,"N","N","N","N","0","N","N","N","N","99999","N"," "," "," "," "," "," "," ","N",3
2023043217," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023053237,"N","U","N","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",2
2023085687,"N","U","U","U","9","U","U","Y","Y","00250","Y","U","U","U","U","9","Y","U","N",1
2023078016,"N","N","Y","Y","1","Y","Y","Y","Y","00599","Y","N","N","U","Y","2","Y","Y","N",1
2023054889,"Y","Y","Y","N","0","N","N","Y","N","00883","N"," "," "," "," "," "," "," ","N",1
2023070329," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023118364,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023039943," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023071120,"Y","Y","Y","Y","3","U","Y","Y","N","01700","N"," "," "," "," "," "," "," ","N",2
2023046910,"N","U","N","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",1
2023050867,"N","N","Y","U","0","N","N","Y","N","00050","Y","N","N","N","N","0","Y","Y","N",2
2023064914,"N","N","U","U","0","N","N","N","N","00411","N"," "," "," "," "," "," "," ","N",1
2023060398,"N","Y","Y","Y","1","Y","Y","Y","Y","00865","N"," "," "," "," "," "," "," ","N",2
2023023504,"N","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023006003," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023029174," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023029337," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023075195," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023076958,"N","U","U","U","9","U","U","U","U","00150","N"," "," "," "," "," "," "," ","N",1
2023071116," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023069742,"U","Y","Y","U","1","U","Y","Y","Y","02458","N"," "," "," "," "," "," "," ","N",1
2023007864," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023020687," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023046841," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023040743,"N","N","N","N","0","N","N","Y","N","00250","N"," "," "," "," "," "," "," ","N",1
2023047392,"Y","N","N","N","0","N","N","N","N","01000","N"," "," "," "," "," "," "," ","N",1
2023047310,"N","N","N","U","0","N","N","Y","N","00750","N"," "," "," "," "," "," "," ","N",1
2023057685," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023025496,"N","U","Y","U","1","U","Y","Y","U","00659","N"," "," "," "," "," "," "," ","N",2
2023011871,"N","N","U","N","0","N","N","N","N","99999","N"," "," "," "," "," "," "," ","N",1
2023065453,"Y","N","U","N","0","N","N","Y","N","00049","N"," "," "," "," "," "," "," ","N",2
2023057709,"N","U","N","N","0","N","N","U","U","00440","Y","U","N","N","N","0","U","U","N",1
2023078276,"U","N","N","Y","0","N","N","N","N","00244","N"," "," "," "," "," "," "," ","N",2
2023002037,"N","N","U","Y","1","Y","Y","Y","N","00400","N"," "," "," "," "," "," "," ","N",1
2023072222,"N","Y","Y","Y","1","N","Y","Y","Y","00250","N"," "," "," "," "," "," "," ","N",2
2023065203," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023035067,"N","U","N","U","0","N","N","N","U","00149","N"," "," "," "," "," "," "," ","N",1
2023091204,"U","Y","N","U","9","U","U","Y","Y","00689","N"," "," "," "," "," "," "," ","N",2
2023064431,"N","N","N","N","0","N","N","U","N","00000","N"," "," "," "," "," "," "," ","N",1
2023105245,"N","Y","Y","N","3","U","N","Y","Y","01252","N"," "," "," "," "," "," "," ","N",1
2023089098,"N","U","N","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",2
2023090009,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2023038854," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023054016," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023046849," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2023078563," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023112044," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023064918,"U","U","U","U","9","U","U","U","U","00636","N"," "," "," "," "," "," "," ","N",2
2023060332,"Y","Y","U","N","3","U","Y","Y","N","01500","N"," "," "," "," "," "," "," ","N",1
2023087498,"N","U","N","U","1","U","Y","U","U","00050","N"," "," "," "," "," "," "," ","N",2
2023019509," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2023033190,"U","Y","U","N","0","N","N","Y","Y","00000","N"," "," "," "," "," "," "," ","N",1
2023042434,"N","Y","N","N","0","N","N","N","N","99999","N"," "," "," "," "," "," "," ","N",1
2023062712,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023057761,"U","U","Y","U","9","U","U","U","U","00006","N"," "," "," "," "," "," "," ","U",2
2023073511,"N","U","U","U","9","U","U","U","U","00600","N"," "," "," "," "," "," "," ","N",2
2023068055,"U","U","N","U","9","U","U","U","U","00099","N"," "," "," "," "," "," "," ","N",1
2023082181,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2023045124,"N","N","U","N","0","N","N","Y","Y","00040","N"," "," "," "," "," "," "," ","N",2
2023102215,"N","Y","Y","Y","1","U","Y","Y","N","01099","N"," "," "," "," "," "," "," ","N",2
2023080481,"N","U","Y","Y","1","Y","Y","Y","U","00600","N"," "," "," "," "," "," "," ","N",1
